cluster	species	total_pairs	struct_top_pairs	ani_top_pairs	both_top_pairs	struct_enrichment_ratio	ani_enrichment_ratio	struct_p	ani_p	log2_struct_over_ani	neg_log10_min_p	struct_q	ani_q	mode	category
HROM_Genome_0316	Actinomyces dentalis	19822	3	8926	1	0.0030269406717578	9.00615747870367	1.0	0.0	-11.316523981127665	13673.449397316932	1.0	0.0	ani_enriched	SNV-enriched
HROM_Genome_2862	Leptotrichia wadei_A	346039	22	36505	18	0.001271533358863	2.109878421149864	1.0	0.0	-10.663973123238616	8695.516580826568	1.0	0.0	ani_enriched	SNV-enriched
HROM_Genome_1931	Peptostreptococcus sp900759325	202444	26	36171	23	0.0025686123370499	3.573433724747433	1.0	0.0	-10.414645351503308	21991.070084405477	1.0	0.0	ani_enriched	SNV-enriched
HROM_Genome_1940	HROM_Genome_1940	823	0	626	0	0.0	15.212641257689858	1.0	0.0	-10.29117069932186	1435.9623025810522	1.0	0.0	ani_enriched	SNV-enriched
HROM_Genome_2895	Fusobacterium massiliense	730	0	448	0	0.0	12.273976284028365	1.0	0.0	-9.80896417491926	873.087711159966	1.0	0.0	ani_enriched	SNV-enriched
HROM_Genome_2865	Leptotrichia sp002240055	585	0	401	0	0.0	13.709405821213458	1.0	0.0	-9.649256177517314	849.798405720497	1.0	0.0	ani_enriched	SNV-enriched
HROM_Genome_2863	Leptotrichia sp018128225	6093	8	4571	8	0.0262596500883352	15.004107569222572	1.0	0.0	-9.07098906328805	10354.242950317524	1.0	0.0	ani_enriched	SNV-enriched
HROM_Genome_0324	Actinomyces massiliensis	22578	32	12949	19	0.0283461861968689	11.470461408226758	1.0	0.0	-8.638240960846227	23910.48097886736	1.0	0.0	ani_enriched	SNV-enriched
HROM_Genome_2058	Limosilactobacillus fermentum	1163	5	809	4	0.0859845485749284	13.912299959423423	1.0	0.0	-7.201455651665269	1730.7500496296636	1.0	0.0	ani_enriched	SNV-enriched
HROM_Genome_0242	Pauljensenia hongkongensis	36853	127	11939	22	0.0689224964538328	6.479257363482758	1.0	0.0	-6.54910136366312	13856.406279095598	1.0	0.0	ani_enriched	SNV-enriched
HROM_Genome_4842	HROM_Genome_4842	2270	17	1464	17	0.149779780605719	12.89868228275133	1.0	0.0	-6.3869094609344	2954.735963663316	1.0	0.0	ani_enriched	SNV-enriched
HROM_Genome_1701	HROM_Genome_1701	1381	21	1212	21	0.3041275350971004	17.552503454175504	0.9999999999985622	0.0	-5.817504277259754	3129.915268301859	1.0	0.0	ani_enriched	SNV-enriched
HROM_Genome_5100	HROM_Genome_5100	17245	267	14728	257	0.309655065329491	17.08089813547844	1.0	0.0	-5.782927807198567	37121.26395645788	1.0	0.0	ani_enriched	SNV-enriched
HROM_Genome_2043	Bulleidia moorei	3457	43	2342	20	0.2487706849686779	13.549324283642877	1.0	0.0	-5.750889836697821	4904.590296422708	1.0	0.0	ani_enriched	SNV-enriched
HROM_Genome_4817	HROM_Genome_4817	308	6	306	6	0.3896105064648382	19.87013582970675	0.9982512640070992	0.0	-5.559303545549689	906.04737499374	1.0	0.0	ani_enriched	SNV-enriched
HROM_Genome_1880	HROM_Genome_1880	331	6	304	5	0.3625378730851062	18.368585569645383	0.9992474656622728	0.0	-5.54985869976524	821.0876515538552	1.0	0.0	ani_enriched	SNV-enriched
HROM_Genome_5041	HROM_Genome_5041	8643	117	4895	101	0.2707394078245769	11.327088900011145	1.0	0.0	-5.380723554551577	8950.023272264183	1.0	0.0	ani_enriched	SNV-enriched
HROM_Genome_1035	Prevotella micans	5297	54	1988	11	0.203889054921754	7.506137799711984	1.0	0.0	-5.189280522028285	2625.026547797299	1.0	0.0	ani_enriched	SNV-enriched
HROM_Genome_1542	HROM_Genome_1542	483	11	402	11	0.4554866790555113	16.64596772548323	0.99920899874478	0.0	-5.129283016944966	993.0551188445198	1.0	0.0	ani_enriched	SNV-enriched
HROM_Genome_4816	Simonsiella muelleri	11664	194	5825	194	0.3326475620468537	9.988000252180017	1.0	0.0	-4.904539820612443	9674.459161873798	1.0	0.0	ani_enriched	SNV-enriched
HROM_Genome_0999	Prevotella pallens	2293115	42113	1130017	30504	0.3672996132405156	9.855740675212113	1.0	0.0	-4.745918523805097	2069272.1485249377	1.0	0.0	ani_enriched	SNV-enriched
HROM_Genome_1029	Prevotella oralis	1224	27	708	17	0.4411766029087138	11.568630920717384	0.9999998139693264	0.0	-4.687264329393359	1317.9577535003564	1.0	0.0	ani_enriched	SNV-enriched
HROM_Genome_0319	Actinomyces sp000195595	990	22	553	17	0.4444445777450747	11.171720522410286	0.9999973658597224	0.0	-4.620586410451877	1003.3211451078098	1.0	0.0	ani_enriched	SNV-enriched
HROM_Genome_0323	Actinomyces gerencseriae	4656	146	3363	115	0.6271479544212072	14.445880621359724	0.9999999998278684	0.0	-4.520990688409107	7396.364932158415	1.0	0.0	ani_enriched	SNV-enriched
HROM_Genome_2864	JABCPH02 sp013333235	18872	124	2383	49	0.1314116545049553	2.5254352635911976	1.0	0.0	-4.258863978001594	832.2869566339865	1.0	0.0	ani_enriched	SNV-enriched
HROM_Genome_0391	Arachnia sp905372155	1953	42	770	36	0.4301076558823303	7.885307024509389	0.9999999999685152	0.0	-4.180260210377083	1061.664102074539	1.0	0.0	ani_enriched	SNV-enriched
HROM_Genome_2884	HROM_Genome_2884	3050	78	1415	62	0.5114755632410531	9.278691307513975	0.9999999999961052	0.0	-4.17247528501412	2221.1199646684745	1.0	0.0	ani_enriched	SNV-enriched
HROM_Genome_0965	Prevotella sp905372445	8128	534	8025	533	1.3139767720489843	19.74656104062378	2.952831315141452e-10	0.0	-3.908329423917907	23507.172203412767	9.555435498066435e-10	0.0	ani_enriched	SNV-enriched
HROM_Genome_1982	HROM_Genome_1982	1431	47	687	43	0.6568834954093872	9.601680028643596	0.9993541308316648	0.0	-3.855360294968437	1109.3383757001973	1.0	0.0	ani_enriched	SNV-enriched
HROM_Genome_2037	Eggerthia catenaformis	1149	62	901	62	1.0791996274227662	15.683207488837295	0.2869294202833758	0.0	-3.850399396770255	2116.2311707083486	0.7256807182895086	0.0	ani_enriched	SNV-enriched
HROM_Genome_0266	Pauljensenia sp000185285	6197	125	1703	76	0.403421131162828	5.496209490962369	1.0	0.0	-3.7627426781455746	1693.171559269373	1.0	0.0	ani_enriched	SNV-enriched
HROM_Genome_1117	HROM_Genome_1117	375	28	375	28	1.4933337812234508	20.00000599852836	0.0239842761719532	0.0	-3.71977908334953	1123.4219166742523	0.0640810660799365	0.0	ani_enriched	SNV-enriched
HROM_Genome_2040	Bulleidia extructa	6425	471	6047	470	1.466148299658655	18.823351949120777	5.133464125718167e-16	0.0	-3.6810091881921903	16706.63833723684	1.7830232063327767e-15	0.0	ani_enriched	SNV-enriched
HROM_Genome_0387	Arachnia propionica	18129	529	6702	321	0.5835955195113631	7.393680853998404	1.0	0.0	-3.661996724877587	8731.268985528315	1.0	0.0	ani_enriched	SNV-enriched
HROM_Genome_2756	Allisonella pneumosintes	3873	309	3873	309	1.5956627558856864	20.00000599852836	2.324938288999386e-15	0.0	-3.645626425120787	11604.847154810455	7.865537977718702e-15	0.0	ani_enriched	SNV-enriched
HROM_Genome_5023	HROM_Genome_5023	1347	52	605	28	0.7720863488667222	8.982927712776286	0.979518420423838	0.0	-3.527737632028206	927.595213110109	1.0	0.0	ani_enriched	SNV-enriched
HROM_Genome_0250	Pauljensenia odontolytica_A	14535	583	6607	375	0.8022018229887881	9.091161997404669	0.9999999929783818	0.0	-3.5012999588215843	10195.693421873766	1.0	0.0	ani_enriched	SNV-enriched
HROM_Genome_1001	HROM_Genome_1001	349	31	340	31	1.77650483081484	19.4842465315176	0.0016125115445116	0.0	-3.4342310645121548	979.2376994469791	0.0045261579517665	0.0	ani_enriched	SNV-enriched
HROM_Genome_2548	Streptococcus sobrinus	1770	170	1770	170	1.9209045309321024	20.00000599852836	1.3363956282549022e-15	0.0	-3.3763131993667437	5302.942397903081	4.580671857373711e-15	0.0	ani_enriched	SNV-enriched
HROM_Genome_0998	Prevotella aurantiaca	13861	666	6883	617	0.9609699152312162	9.931465355159853	0.8587606328170159	0.0	-3.3684655270444557	11381.828996948132	1.0	0.0	ani_enriched	SNV-enriched
HROM_Genome_0311	Actinomyces naeslundii	14143	214	2114	52	0.3026232965908979	2.989465649500739	1.0	0.0	-3.301267007529256	989.206779925778	1.0	0.0	ani_enriched	SNV-enriched
HROM_Genome_1020	Prevotella buccae	703	66	588	53	1.877667703987015	16.72831227188432	1.075602280107252e-06	0.0	-3.1456161695372544	1457.4022558153297	3.220625218022289e-06	0.0	ani_enriched	SNV-enriched
HROM_Genome_1019	Prevotella seregens	378	42	363	42	2.222222888725373	19.206354966840728	1.5008807606203142e-06	0.0	-3.0964206177818925	1027.3961215841723	4.468336435903907e-06	0.0	ani_enriched	SNV-enriched
HROM_Genome_1910	Mogibacterium timidum	5151	611	5101	611	2.3723555940789804	19.805868879536625	1.0587805677102089e-83	0.0	-3.0604971029016115	15009.281299383154	5.204006375254894e-83	0.0	ani_enriched	SNV-enriched
HROM_Genome_5074	Treponema_C lecithinolyticum	9588	484	4039	282	1.0095956302970093	8.425117253656241	0.421169883614187	0.0	-3.059608159807747	5864.8407997291415	1.0	0.0	ani_enriched	SNV-enriched
HROM_Genome_0384	Cutibacterium acnes	595	49	377	37	1.6470593175258652	12.67227270831125	0.0005346839952101	0.0	-2.9309762141328317	753.029206994537	0.001539062770743	0.0	ani_enriched	SNV-enriched
HROM_Genome_1109	Tannerella forsythia	54285	7003	52951	6993	2.580087353922706	19.50852570006586	0.0	0.0	-2.9185235587727387	152884.00659254703	0.0	0.0	ani_enriched	SNV-enriched
HROM_Genome_1711	F0428 sp003043955	186075	21973	155433	21591	2.361736567543537	16.706494329540554	0.0	0.0	-2.822460886273013	387790.5942507419	0.0	0.0	ani_enriched	SNV-enriched
HROM_Genome_0351	HROM_Genome_0351	6445	941	6311	941	2.920093971235871	19.584179651933667	9.998750735885382e-186	0.0	-2.744949918946056	18270.98393765914	5.853201273478971e-185	0.0	ani_enriched	SNV-enriched
HROM_Genome_1375	HROM_Genome_1375	820	69	462	62	1.6829273340225084	11.268296062585492	2.4644088247950254e-05	0.0	-2.7343684826801673	844.1858033112231	7.133094431767824e-05	0.0	ani_enriched	SNV-enriched
HROM_Genome_0360	Bifidobacterium dentium	2145	271	1800	232	2.5268072846625578	16.783221816946877	4.876967199492302e-43	0.0	-2.729373496385919	4468.189280803997	2.0999172817648673e-42	0.0	ani_enriched	SNV-enriched
HROM_Genome_2708	CAJPQU01 sp905372875	6354	250	1605	31	0.7869061220698914	5.051937303688703	0.9999758438757224	0.0	-2.6801401565305616	1465.2372170286187	1.0	0.0	ani_enriched	SNV-enriched
HROM_Genome_0262	Pauljensenia sp000466265 [HROM_Genome_0262]	7626	290	1768	261	0.7605562207675354	4.636770339024147	0.9999997420456622	0.0	-2.60591615029639	1472.213570668681	1.0	0.0	ani_enriched	SNV-enriched
HROM_Genome_0356	Parascardovia denticolens	611	100	598	98	3.273323404014462	19.57447395600648	3.5863143200155065e-25	0.0	-2.5741557457645734	1731.454578137556	1.3943804184537903e-24	0.0	ani_enriched	SNV-enriched
HROM_Genome_1106	Porphyromonas gingivalis	56953	9019	53265	8420	3.167173881985625	18.704902630442874	0.0	0.0	-2.5620820392661914	146549.99112261488	0.0	0.0	ani_enriched	SNV-enriched
HROM_Genome_2854	Anaeroglobus geminatus	5535	759	4479	696	2.7425482480366807	16.18428669691211	2.0738896876313187e-135	0.0	-2.5602158383854707	10781.891412714522	1.1255172158915802e-134	0.0	ani_enriched	SNV-enriched
HROM_Genome_1208	Bergeyella_A cardium	1970	328	1830	318	3.3299502373184273	18.578685775282693	2.779489351539847e-80	0.0	-2.478272497982216	4988.163153692498	1.3533775253759443e-79	0.0	ani_enriched	SNV-enriched
HROM_Genome_0348	HROM_Genome_0348	741	118	659	116	3.1848862453796847	17.786779963603493	2.682957699340489e-28	0.0	-2.4764856003532856	1723.7290179581812	1.1006464262648778e-27	0.0	ani_enriched	SNV-enriched
HROM_Genome_1704	HROM_Genome_1704	9790	1278	6793	1144	2.6108281579284216	13.877430107048331	1.1795112916547044e-207	0.0	-2.409702879529619	14485.09946344333	7.229710387671776e-207	0.0	ani_enriched	SNV-enriched
HROM_Genome_1039	HROM_Genome_1039	378	66	351	66	3.4920645394255865	18.57143414149062	1.1506003105315216e-18	0.0	-2.4020984435713455	958.1687574187692	4.1920472852232366e-18	0.0	ani_enriched	SNV-enriched
HROM_Genome_2902	HROM_Genome_2902	1360	166	863	122	2.44117720276155	12.691180277007335	1.927280548059477e-25	0.0	-2.374674000457662	1721.866742688385	7.606917920749906e-25	0.0	ani_enriched	SNV-enriched
HROM_Genome_2553	Streptococcus mutans	27261	6270	27138	6240	4.599979370190852	19.90976716877821	0.0	0.0	-2.1136885912716803	80637.6643853276	0.0	0.0	ani_enriched	SNV-enriched
HROM_Genome_0315	Actinomyces sp000220835	25651	5959	25647	5959	4.6462140168114505	19.996887210801017	0.0	0.0	-2.1055550061678225	76898.75559020705	0.0	0.0	ani_enriched	SNV-enriched
HROM_Genome_0962	Olsenella_F profusa_A	406	91	387	89	4.482759965187391	19.06404512667605	1.48552115399509e-33	0.0	-2.0823526618775574	1085.9909267929988	6.1425120732654115e-33	0.0	ani_enriched	SNV-enriched
HROM_Genome_1032	Prevotella pleuritidis	188660	43327	180811	43283	4.593131876912108	19.167926876920976	0.0	0.0	-2.061131538664651	514693.5350668027	0.0	0.0	ani_enriched	SNV-enriched
HROM_Genome_0346	Peptidiphaga sp000466165	123753	29547	123086	29547	4.775158398087461	19.89221059962071	0.0	0.0	-2.058564562265345	367053.9644741387	0.0	0.0	ani_enriched	SNV-enriched
HROM_Genome_2645	Metamycoplasma salivarium	5456	1236	5107	1226	4.530793147760457	18.72068010162836	0.0	0.0	-2.046355059230652	14027.885912825388	0.0	0.0	ani_enriched	SNV-enriched
HROM_Genome_1943	Eubacterium_M brachy	19390	4460	18397	4415	4.600310817608896	18.97576639272441	0.0	0.0	-2.0442323913115503	51303.042397795056	0.0	0.0	ani_enriched	SNV-enriched
HROM_Genome_0353	Alloscardovia omnicolens	3828	894	3657	875	4.670847795894555	19.106588802669336	0.0	0.0	-2.031704476973941	10271.0722989632	0.0	0.0	ani_enriched	SNV-enriched
HROM_Genome_0397	HROM_Genome_0397	1203	307	1203	307	5.103908430214636	20.00000599852836	7.126481295301916e-125	0.0	-1.9685778262478943	3604.0952127979954	3.676135400843859e-124	0.0	ani_enriched	SNV-enriched
HROM_Genome_2655	CAJPPJ01 sp905372515	3201	634	2472	536	3.961263293679156	15.445178015733244	1.5723230700921152e-192	0.0	-1.9622784518053673	5730.409905075727	9.308867267249908e-192	0.0	ani_enriched	SNV-enriched
HROM_Genome_2757	Dialister micraerophilus	857	186	706	171	4.340724755806622	16.476084288169222	2.3634778673962305e-64	0.0	-1.9215139300787016	1727.1307655287949	1.1194290626485785e-63	0.0	ani_enriched	SNV-enriched
HROM_Genome_4902	Ottowia sp001262075	76910	2551	8532	226	0.663372972334493	2.2186978439662464	1.0	0.0	-1.7416228676016867	2275.142903840368	1.0	0.0	ani_enriched	SNV-enriched
HROM_Genome_0392	Arachnia sp013333945	13861	1393	4517	822	2.009956594470097	6.517569229878984	5.1260770031406826e-129	0.0	-1.696811598648153	5269.030760878633	2.6976627460972684e-128	0.0	ani_enriched	SNV-enriched
HROM_Genome_0011	Rothia mucilaginosa [HROM_Genome_0011]	4278	919	2943	879	4.296401475607191	13.758769905018458	2.37223323769138e-306	0.0	-1.6786111479008108	6235.002789855478	1.6479113557829452e-305	0.0	ani_enriched	SNV-enriched
HROM_Genome_1369	HROM_Genome_1369	3842	324	917	199	1.686622057137738	4.77355687159045	2.5647906983762915e-19	0.0	-1.4994896797314363	789.8463962958945	9.410253196155266e-19	0.0	ani_enriched	SNV-enriched
HROM_Genome_0399	Propionibacterium acidifaciens	1649	517	1388	517	6.2704688303451555	16.83445016734831	7.640249744234384e-255	0.0	-1.4238964094321584	3455.0805692615036	5.1695715801897574e-254	0.0	ani_enriched	SNV-enriched
HROM_Genome_0404	Olsenella uli	741	285	739	283	7.692309999433985	19.94602487572531	9.485360735123128e-169	0.0	-1.373059401736225	2201.5136264469115	5.490969936665721e-168	0.0	ani_enriched	SNV-enriched
HROM_Genome_0997	Prevotella nigrescens	589587	29374	70427	5673	0.9964266108322812	2.389028968512462	0.7373068523371946	0.0	-1.2615745766153694	22225.194642441664	1.0	0.0	ani_enriched	SNV-enriched
HROM_Genome_2905	HROM_Genome_2905	3559	791	1831	424	4.4450701727552495	10.289410222901218	1.9638808837432767e-274	0.0	-1.2103644455713782	3113.143244390056	1.3462920268819043e-273	0.0	ani_enriched	SNV-enriched
HROM_Genome_4963	Aggregatibacter kilianii	12383	1059	2403	817	1.7104099452831734	3.881128516067484	1.0138309804311109e-61	0.0	-1.181753215765726	1622.5926939955202	4.758612079320799e-61	0.0	ani_enriched	SNV-enriched
HROM_Genome_2933	GN02-872 sp002761215	1844	348	771	195	3.774404602759148	8.36225847335432	1.9646882259178596e-100	0.0	-1.1465075007023118	1115.402743776501	9.842332362530816e-100	0.0	ani_enriched	SNV-enriched
HROM_Genome_0363	Bifidobacterium longum	11781	5258	11476	5094	8.926239838745618	19.482222972507554	0.0	0.0	-1.1259594978795953	33003.784818595035	0.0	0.0	ani_enriched	SNV-enriched
HROM_Genome_2910	HROM_Genome_2910	435	214	433	214	9.839083410770272	19.908051947960413	1.527213417623719e-154	0.0	-1.0150543457222894	1285.8289021978069	8.555679468623199e-154	0.0	ani_enriched	SNV-enriched
HROM_Genome_0347	Peptidiphaga gingivicola	3655	710	1380	370	3.885090084529449	7.55130185443752	2.9930020134115194e-210	0.0	-0.958284333345289	1832.5092589303308	1.856373867842145e-209	0.0	both_enriched	SNV-enriched
HROM_Genome_2711	HROM_Genome_2711	10878	4252	8162	3474	7.817615876608072	15.006439507261309	0.0	0.0	-0.9406998507704082	18492.14732189527	0.0	0.0	both_enriched	SNV-enriched
HROM_Genome_1217	HROM_Genome_1217	59753	4843	9263	1114	1.6210069628449255	3.1004310338287313	2.369684536928554e-226	0.0	-0.9355074438877392	4578.5020714069615	1.5242044984441687e-225	0.0	both_enriched	SNV-enriched
HROM_Genome_0368	Corynebacterium durum	488199	16583	31550	1531	0.679354319598352	1.292506107660134	1.0	0.0	-0.9279143443465482	1024.0388270733074	1.0	0.0	not_enriched	SNV-enriched
HROM_Genome_1965	Parvimonas sp015257355	16337	4801	8838	3281	5.877457844092225	10.81961516894128	0.0	0.0	-0.8803163700456539	15608.245355381718	0.0	0.0	both_enriched	SNV-enriched
HROM_Genome_0389	Arachnia rubra	11935	4668	8360	3871	7.822373523345656	14.009220791595904	0.0	0.0	-0.8406301422275658	17957.087808854612	0.0	0.0	both_enriched	SNV-enriched
HROM_Genome_1209	HROM_Genome_1209	128546	40627	71526	25365	6.321007605854804	11.128470967986088	0.0	0.0	-0.8160212564516791	129672.54957471216	0.0	0.0	both_enriched	SNV-enriched
HROM_Genome_2906	HROM_Genome_2906	323	189	323	189	11.702789887683776	20.00000599852836	9.481886773160148e-156	0.0	-0.7715678638214158	967.6380854671708	5.369633705235258e-155	0.0	both_enriched	SNV-enriched
HROM_Genome_1157	Prevotella shahii	275067	50680	84137	23619	3.684921506416318	6.117565919205797	0.0	0.0	-0.7313181937756408	93355.04433691116	0.0	0.0	both_enriched	SNV-enriched
HROM_Genome_0971	Prevotella denticola	154719	9160	14685	1793	1.184082465285581	1.8982806771527023	3.436511999476218e-59	0.0	-0.6808941351953292	2643.6650383062174	1.5844449130328404e-58	0.0	both_enriched	SNV-enriched
HROM_Genome_2656	HROM_Genome_2656	4946	2133	3386	1666	8.625154224597855	13.691876326529927	0.0	0.0	-0.6665728852184889	7146.547112283317	0.0	0.0	both_enriched	SNV-enriched
HROM_Genome_3820	Nanogingivalis gingivitcus	3786	2199	2395	1370	11.616485259050148	12.65187912479541	0.0	0.0	-0.1231512122222649	4761.734435763987	0.0	0.0	both_enriched	SNV-enriched
HROM_Genome_0383	Corynebacterium argentoratense	4465	2283	2369	1308	10.226206874499496	10.61142535509825	0.0	0.0	-0.0533358712542467	4123.035929313066	0.0	0.0	both_enriched	SNV-enriched
HROM_Genome_1141	Phocaeicola abscessus	231	47	231	47	4.069265289743866	20.00000599852836	2.200592540446629e-16	2.873349092615268e-301	-2.2850127749292883	692.0226347105464	7.746680497112797e-16	1.5121362396490448e-300	ani_enriched	SNV-enriched
HROM_Genome_5012	Moraxella catarrhalis	306	51	265	40	3.3333343330880596	17.320266632712467	5.731940789783071e-14	3.046537232412296e-295	-2.366067523620935	678.1485968212389	1.9143212509467816e-13	1.5872458980868058e-294	ani_enriched	SNV-enriched
HROM_Genome_2657	HROM_Genome_2657	1102	78	461	44	1.415608410059176	8.36660867996513	0.0016158644511105	4.7310524894146276e-291	-2.555566088754147	668.4981143698976	0.0045261579517665	2.440473610876259e-290	ani_enriched	SNV-enriched
HROM_Genome_1723	Lachnoanaerobaculum umeaense	362	0	276	0	0.0	15.248623357994	1.0	7.742096154437585e-277	-9.111135670234708	635.7693982874276	1.0	3.954541271041159e-276	ani_enriched	SNV-enriched
HROM_Genome_4856	HROM_Genome_4856	7015	74	1156	71	0.2109765422510476	3.2957957140839325	1.0	1.2957423751468207e-273	-3.956381030174029	628.3466465938136	1.0	6.5541920140921695e-273	ani_enriched	SNV-enriched
HROM_Genome_1709	HROM_Genome_1709	209	21	209	21	2.009569980713376	20.00000599852836	0.0020018085649417	1.2070218447389788e-272	-3.284541678997254	626.1149892540535	0.0055772313493832	6.04671520297123e-272	ani_enriched	SNV-enriched
HROM_Genome_2697	Staphylococcus aureus	962	290	405	216	6.029107837394204	8.41996094532639	9.070837745645776e-139	2.9324177258892033e-257	-0.4811637508127442	590.6885416542806	4.974638384717315e-138	1.4413109765927122e-256	both_enriched	SNV-enriched
HROM_Genome_0314	Actinomyces sp002999235	14635	5	1773	0	0.0068329367948508	2.4229593874541018	1.0	3.3209860545920243e-249	-8.332951996297892	572.1434264122909	1.0	1.6170408733106959e-248	ani_enriched	SNV-enriched
HROM_Genome_4850	CAJPNX01 sp905372165	29399	1480	2873	740	1.006837269220789	1.954488834102248	0.3976717973732556	4.603331861281811e-245	-0.9567245586578548	562.6065674245676	0.9866047925307914	2.220681388636873e-244	not_enriched	SNV-enriched
HROM_Genome_2888	Fusobacterium nucleatum_J	1499	2	470	2	0.0266844643075762	6.270849112280407	1.0	7.019405827302763e-232	-7.556122817841175	532.2510630001484	1.0	3.355147189013523e-231	ani_enriched	SNV-enriched
HROM_Genome_4964	Aggregatibacter segnis_A	9481	640	1284	368	1.3500689630901963	2.708575857199706	5.5390453357303306e-14	1.0250373604378045e-222	-1.0039364145591705	511.1491615835444	1.861833948332582e-13	4.8549496798917836e-222	ani_enriched	SNV-enriched
HROM_Genome_1932	Peptostreptococcus stomatis	5147	0	884	0	0.0	3.4350117160868607	1.0	2.6287830807075542e-222	-10.788718332690458	510.20736961252567	1.0	1.2338702568005728e-221	ani_enriched	SNV-enriched
HROM_Genome_1703	HROM_Genome_1703	4392	332	791	70	1.5118401620016886	3.6020047233233	2.254484816901978e-13	2.4681287974827865e-212	-1.2512350097486291	487.2445794230697	7.481443245897646e-13	1.1481206281147603e-211	ani_enriched	SNV-enriched
HROM_Genome_1946	Hornefia nodata	528	0	278	0	0.0	10.5303061886191	1.0	8.374896059136814e-211	-9.121533517340032	483.72021595495886	1.0	3.8613458821329915e-210	ani_enriched	SNV-enriched
HROM_Genome_4851	Neisseria bacilliformis	3788	71	710	49	0.3748681166566825	3.748681166566826	1.0	5.5787828604809844e-201	-3.3128195024643907	461.1006330645646	1.0	2.5496016406233273e-200	ani_enriched	SNV-enriched
