query	reference	sv_type	q_contig	q_start	q_end	r_contig	r_start	r_end	size	support_left	support_right
FBJ11M1_ctg_contig1	FSHHK16M1_ctg_contig1	Deletion	FBJ11M1_ctg_contig1	76148	77084	FSHHK16M1_ctg_contig1	375074	377232	1222	83	8
FBJ11M1_ctg_contig1	FSHHK16M1_ctg_contig1	Insertion	FBJ11M1_ctg_contig1	81697	93644	FSHHK16M1_ctg_contig1	381843	387264	6526	91	402
FBJ11M1_ctg_contig1	FSHHK16M1_ctg_contig1	Deletion	FBJ11M1_ctg_contig1	207378	207732	FSHHK16M1_ctg_contig1	501752	504971	2865	250	152
FBJ11M1_ctg_contig1	FSHHK16M1_ctg_contig1	Insertion	FBJ11M1_ctg_contig1	280821	291580	FSHHK16M1_ctg_contig1	578025	580016	8768	402	19
FBJ11M1_ctg_contig1	FSHHK16M1_ctg_contig1	Deletion	FBJ11M1_ctg_contig1	298286	300929	FSHHK16M1_ctg_contig1	586722	678487	89122	19	365
FBJ11M1_ctg_contig1	FSHHK16M1_ctg_contig1	Insertion	FBJ11M1_ctg_contig1	490518	497189	FSHHK16M1_ctg_contig1	867815	872809	1677	365	168
FBJ11M1_ctg_contig1	FSHHK16M1_ctg_contig1	Insertion	FBJ11M1_ctg_contig1	582770	586623	FSHHK16M1_ctg_contig1	958381	959007	3227	168	49
FBJ11M1_ctg_contig1	FSHHK16M1_ctg_contig1	Inversion	FBJ11M1_ctg_contig3	2464	46466	FSHHK16M1_ctg_contig4	0	43519	44002	0	10
FBJ11M1_ctg_contig1	FSHHK16M1_ctg_contig1	Translocation	FBJ11M1_ctg_contig3	46271	46500	FSHHK16M1_ctg_contig14	356	356	229	73	10
FBJ11M1_ctg_contig1	FSHHK16M1_ctg_contig1	Translocation	FBJ11M1_ctg_contig3	52317	53886	FSHHK16M1_ctg_contig9	40320	40320	1569	10	65
FBJ11M1_ctg_contig1	FSHHK16M1_ctg_contig1	Inversion	FBJ11M1_ctg_contig3	53766	78333	FSHHK16M1_ctg_contig9	11377	40440	24567	10	140
FBJ11M1_ctg_contig1	FSHHK16M1_ctg_contig1	Deletion	FBJ11M1_ctg_contig3	58578	58863	FSHHK16M1_ctg_contig9	30801	35554	4468	11	54
FBJ11M1_ctg_contig1	FSHHK16M1_ctg_contig1	Translocation	FBJ11M1_ctg_contig3	78213	89719	FSHHK16M1_ctg_contig8	72101	72101	11506	65	140
FBJ11M1_ctg_contig1	FSHHK16M1_ctg_contig1	Inversion	FBJ11M1_ctg_contig3	89588	156859	FSHHK16M1_ctg_contig8	962	72232	67271	65	372
FBJ11M1_ctg_contig1	FSHHK16M1_ctg_contig1	Deletion	FBJ11M1_ctg_contig3	123588	128387	FSHHK16M1_ctg_contig8	29433	37451	3219	79	61
FBJ11M1_ctg_contig1	FSHHK16M1_ctg_contig1	Translocation	FBJ11M1_ctg_contig3	156728	158173	FSHHK16M1_ctg_contig6	185329	185329	1445	140	372
FBJ11M1_ctg_contig1	FSHHK16M1_ctg_contig1	Inversion	FBJ11M1_ctg_contig3	158008	331017	FSHHK16M1_ctg_contig6	11580	185494	173009	140	0
FBJ11M1_ctg_contig1	FSHHK16M1_ctg_contig1	Inversion	FBJ11M1_ctg_contig4	221	10437	FSHHK16M1_ctg_contig6	744	11003	10216	0	0
FBJ11M1_ctg_contig1	FSHHK16M1_ctg_contig1	Inversion	FBJ11M1_ctg_contig6	976	73896	FSHHK16M1_ctg_contig3	267	76787	72920	0	114
