query	reference	ani	ani_uniform	af_query	af_reference	std_err	synteny_blocks	synteny_score	breakpoint_count	het_shape	retention	ani_from_loss	ani_from_hist	enzyme_spread	enzyme_chi2	per_enzyme	n_anchors	n_chains	n_tags	max_block_anchors	mean_block_anchors	flag	ani_gated	gate
NZ_CP050272.1	NZ_CP044493.1	99.1363	99.3295	0.8924	0.9351	0.03542	16	0.9920	15	0.303	0.9595	98.9384	99.4496	0.0748	0.21	AlfI:99.33,AloI:99.28,BcgI:99.28,FalI:99.35	1988	16	1987	326	117.25	ok	99.1363	gamma
NZ_CP050272.1	NZ_AP019720.1	99.2241	99.3350	0.8995	0.9367	0.03502	18	0.9911	17	0.446	0.9598	99.0665	99.4167	0.0713	0.24	AlfI:99.29,AloI:99.30,BcgI:99.32,FalI:99.36	1996	18	1999	335	105.61111111111111	ok	99.2241	gamma
NZ_CP050272.1	NZ_CP133475.1	99.2186	99.3313	0.8997	0.9370	0.03512	17	0.9916	16	0.441	0.9596	99.0665	99.4119	0.0915	0.34	AlfI:99.27,AloI:99.30,BcgI:99.32,FalI:99.36	1992	17	1999	335	111.47058823529412	ok	99.2186	gamma
NZ_CP050272.1	NZ_CP044221.1	99.1602	99.3116	0.8976	0.9542	0.03576	16	0.9920	15	0.355	0.9584	99.0215	99.4004	0.1127	0.21	AlfI:99.27,AloI:99.38,BcgI:99.33,FalI:99.31	1981	16	1990	336	117.3125	ok	99.1602	gamma
NZ_CP050272.1	NZ_CM170107.1	NaN	NaN	0.0000	0.0000	NaN	0	0.0000	0	NaN	NaN	NaN	NaN	0.0000	NaN	-	0	0	0	0	0	BELOW_DETECTION	NaN	none
NZ_CP050272.1	NZ_CP098924.1	NaN	NaN	0.0000	0.0000	NaN	0	0.0000	0	NaN	NaN	NaN	NaN	0.0000	NaN	-	0	0	0	0	0	BELOW_DETECTION	NaN	none
NZ_CP050272.1	NZ_CP126309.1	NaN	NaN	0.0000	0.0000	NaN	0	0.0000	0	NaN	NaN	NaN	NaN	0.0000	NaN	-	0	0	0	0	0	BELOW_DETECTION	NaN	none
NZ_CP050272.1	NZ_CM178757.1	NaN	NaN	0.0000	0.0000	NaN	0	0.0000	0	NaN	NaN	NaN	NaN	0.0000	NaN	-	0	0	0	0	0	BELOW_DETECTION	NaN	none
NZ_CP050272.1	NZ_CP024593.1	NaN	NaN	0.0000	0.0000	NaN	0	0.0000	0	NaN	NaN	NaN	NaN	0.0000	NaN	-	0	0	0	0	0	BELOW_DETECTION	NaN	none
NZ_CP050272.1	NZ_CP084119.1	NaN	NaN	0.0000	0.0000	NaN	0	0.0000	0	NaN	NaN	NaN	NaN	0.0000	NaN	-	50	0	0	0	0	BELOW_DETECTION	NaN	none
NZ_CP050272.1	NZ_CP084137.1	NaN	NaN	0.0000	0.0000	NaN	0	0.0000	0	NaN	NaN	NaN	NaN	0.0000	NaN	-	50	0	0	0	0	BELOW_DETECTION	NaN	none
NZ_CP050272.1	NZ_CP077126.1	NaN	NaN	0.0000	0.0000	NaN	0	0.0000	0	NaN	NaN	NaN	NaN	0.0000	NaN	-	50	0	0	0	0	BELOW_DETECTION	NaN	none
NZ_CP050272.1	NZ_CP084131.1	NaN	NaN	0.0000	0.0000	NaN	0	0.0000	0	NaN	NaN	NaN	NaN	0.0000	NaN	-	50	0	0	0	0	BELOW_DETECTION	NaN	none
NZ_CP050272.1	NZ_CP084142.1	NaN	NaN	0.0000	0.0000	NaN	0	0.0000	0	NaN	NaN	NaN	NaN	0.0000	NaN	-	50	0	0	0	0	BELOW_DETECTION	NaN	none
NZ_CP050272.1	NZ_CP085094.1	NaN	NaN	0.0000	0.0000	NaN	0	0.0000	0	NaN	NaN	NaN	NaN	0.0000	NaN	-	0	0	0	0	0	BELOW_DETECTION	NaN	none
NZ_CP050272.1	NZ_CP104882.1	NaN	NaN	0.0000	0.0000	NaN	0	0.0000	0	NaN	NaN	NaN	NaN	0.0000	NaN	-	0	0	0	0	0	BELOW_DETECTION	NaN	none
NZ_CP050272.1	NZ_CP093913.1	NaN	NaN	0.0000	0.0000	NaN	0	0.0000	0	NaN	NaN	NaN	NaN	0.0000	NaN	-	0	0	0	0	0	BELOW_DETECTION	NaN	none
NZ_CP050272.1	NZ_CP085090.1	NaN	NaN	0.0000	0.0000	NaN	0	0.0000	0	NaN	NaN	NaN	NaN	0.0000	NaN	-	0	0	0	0	0	BELOW_DETECTION	NaN	none
