NZ_LAOI01000001.1	1543880	1399892	1543574	-	NZ_LAOJ01000001.1	1549351	1073607	1216497	3277	143682	7
NZ_LAOI01000001.1	1543880	919519	1101573	+	NZ_LAOJ01000001.1	1549351	726871	905014	2929	182054	5
NZ_LAOI01000001.1	1543880	447659	625845	-	NZ_LAOJ01000001.1	1549351	499725	681189	2813	181464	5
NZ_LAOI01000001.1	1543880	776231	908889	-	NZ_LAOJ01000001.1	1549351	50717	189835	2523	139118	6
NZ_LAOI01000001.1	1543880	291785	378917	+	NZ_LAOJ01000001.1	1549351	194169	287414	2088	93245	7
NZ_LAOI01000001.1	1543880	0	87297	-	NZ_LAOJ01000001.1	1549351	980800	1074024	1972	93224	7
NZ_LAOI01000001.1	1543880	90083	184194	+	NZ_LAOJ01000001.1	1549351	1452775	1548095	1972	95320	7
NZ_LAOI01000001.1	1543880	706217	773738	+	NZ_LAOJ01000001.1	1549351	419695	486719	1450	67521	7
NZ_LAOI01000001.1	1543880	628927	706199	-	NZ_LAOJ01000001.1	1549351	336618	416303	1189	79685	5
NZ_LAOI01000001.1	1543880	176833	223246	+	NZ_LAOJ01000001.1	1549351	2697	49197	1044	46500	7
NZ_LAOI01000001.1	1543880	1102757	1156047	-	NZ_LAOJ01000001.1	1549351	912600	966011	841	53411	5
NZ_LAOI01000001.1	1543880	1207726	1250421	-	NZ_LAOJ01000001.1	1549351	1406519	1450452	812	43933	6
NZ_LAOI01000001.1	1543880	243659	283460	-	NZ_LAOJ01000001.1	1549351	685780	726152	754	40372	6
NZ_LAOI01000001.1	1543880	1156290	1196017	-	NZ_LAOJ01000001.1	1549351	1265578	1305081	522	39727	4
NZ_LAOI01000001.1	1543880	398093	422384	+	NZ_LAOJ01000001.1	1549351	307948	333384	435	25436	5
NZ_LAOI01000001.1	1543880	1350178	1378272	+	NZ_LAOJ01000001.1	1549351	1234376	1263252	435	28876	5
NZ_LAOI01000001.1	1543880	1382511	1399058	+	NZ_LAOJ01000001.1	1549351	1347591	1364127	406	16547	8
NZ_LAOI01000001.1	1543880	1296170	1319889	+	NZ_LAOJ01000001.1	1549351	1318463	1342599	406	24136	5
NZ_LAOI01000001.1	1543880	380141	395589	-	NZ_LAOJ01000001.1	1549351	287615	303226	290	15611	6
NZ_LAOI01000001.1	1543880	1280668	1293915	-	NZ_LAOJ01000001.1	1549351	1222290	1235538	261	13248	6
NZ_LAOI01000001.1	1543880	1337853	1346618	-	NZ_LAOJ01000001.1	1549351	1305319	1314046	261	8765	10
NZ_LAOI01000001.1	1543880	1326074	1334176	-	NZ_LAOJ01000001.1	1549351	1373589	1381601	232	8102	9
NZ_LAOI01000001.1	1543880	1251056	1265778	+	NZ_LAOJ01000001.1	1549351	1391865	1406587	174	14722	4
NZ_LAOI01000001.1	1543880	436596	441907	+	NZ_LAOJ01000001.1	1549351	487988	494577	174	6589	9
NZ_LAOI01000001.1	1543880	1265024	1278403	-	NZ_LAOJ01000001.1	1549351	966236	979626	145	13390	3
NZ_LAOI01000001.1	1543880	284128	284764	+	NZ_LAOJ01000001.1	1549351	192460	193096	116	636	60
NZ_LAOI01000001.1	1543880	1321485	1323207	+	NZ_LAOJ01000001.1	1549351	1367009	1368731	116	1722	23
