NZ_CP014872.1	1389742	853406	1302636	-	NZ_MIXR01000001.1	562828	113419	562647	9628	449230	7
NZ_CP014872.1	1389742	584135	848669	-	NZ_MIXR01000011.1	264623	0	263632	5626	264534	7
NZ_CP014872.1	1389742	279719	402843	-	NZ_MIXR01000018.1	123907	1116	123907	2784	123124	7
NZ_CP014872.1	1389742	512678	583276	-	NZ_MIXR01000021.1	70727	282	70727	1856	70598	9
NZ_CP014872.1	1389742	99364	190734	+	NZ_MIXR01000019.1	93706	783	91892	1798	91370	6
NZ_CP014872.1	1389742	196959	274515	-	NZ_MIXR01000020.1	77828	582	77828	1537	77556	6
NZ_CP014872.1	1389742	460586	511711	+	NZ_MIXR01000022.1	50785	0	50785	1421	51125	9
NZ_CP014872.1	1389742	1314398	1389483	-	NZ_MIXR01000001.1	562828	38816	113900	1363	75085	6
NZ_CP014872.1	1389742	44198	90535	+	NZ_MIXR01000023.1	50149	511	46848	1044	46337	7
NZ_CP014872.1	1389742	0	38741	-	NZ_MIXR01000001.1	562828	0	38776	725	38776	6
NZ_CP014872.1	1389742	449037	458469	+	NZ_MIXR01000005.1	10948	651	10083	493	9432	18
NZ_CP014872.1	1389742	408980	427025	+	NZ_MIXR01000002.1	17801	249	17801	406	18045	7
NZ_CP014872.1	1389742	437079	446506	-	NZ_MIXR01000006.1	9527	26	9453	290	9427	10
