PMHE01000026.1	135021	0	85505	+	PMQL01000029.1	87311	510	85960	4466	85505	18
PMHE01000021.1	129132	52246	118523	+	PMQL01000026.1	66694	0	66270	4205	66277	21
PMHE01000061.1	75546	233	74192	-	PMQL01000089.1	75513	1317	75253	4118	73959	19
PMHE01000024.1	69366	3816	69366	-	PMQL01000048.1	69403	0	65540	3886	65550	20
PMHE01000042.1	121989	59604	121361	-	PMQL01000016.1	62203	594	62148	3596	61757	20
PMHE01000053.1	132209	57177	119382	+	PMQL01000081.1	62153	0	61794	3335	62205	18
PMHE01000021.1	129132	50	52550	-	PMQL01000036.1	109573	0	52039	3190	52500	20
PMHE01000042.1	121989	621	58836	+	PMQL01000095.1	59601	621	58836	2900	58215	17
PMHE01000058.1	58922	241	54899	+	PMQL01000041.1	82774	27773	82534	2697	54761	16
PMHE01000003.1	49515	476	49500	+	PMQL01000062.1	59577	479	49391	2697	49024	18
PMHE01000065.1	53579	80	53448	+	PMQL01000036.1	109573	54114	107534	2581	53420	16
PMHE01000012.1	82445	36526	82445	-	PMQL01000045.1	52703	6636	52703	2581	46067	19
PMHE01000013.1	50007	0	48973	+	PMQL01000011.1	131299	0	49041	2494	49041	17
PMHE01000055.1	40130	3429	39962	+	PMQL01000053.1	39539	1701	38138	2465	36533	23
PMHE01000037.1	48183	0	48015	+	PMQL01000034.1	71303	0	48047	2320	48047	16
PMHE01000026.1	135021	86936	134226	+	PMQL01000030.1	48086	32	47219	2291	47290	16
PMHE01000036.1	105874	25806	65782	+	PMQL01000065.1	39753	12	39753	2262	39976	19
PMHE01000045.1	37512	0	37485	-	PMQL01000011.1	131299	57567	95232	2175	37665	19
PMHE01000048.1	61725	0	46590	-	PMQL01000020.1	46539	22	46539	2175	46590	16
PMHE01000039.1	41491	1157	41199	+	PMQL01000042.1	62165	21505	61881	2059	40376	17
PMHE01000020.1	40515	2321	36379	+	PMQL01000011.1	131299	97534	131299	1972	34058	19
PMHE01000041.1	41994	4730	41847	-	PMQL01000037.1	49687	12507	49628	1798	37121	16
PMHE01000010.1	59540	23317	59453	+	PMQL01000075.1	48420	37	36002	1740	36136	16
PMHE01000066.1	82585	10049	40599	-	PMQL01000051.1	31751	999	31421	1711	30550	19
PMHE01000053.1	132209	26523	56905	-	PMQL01000027.1	31386	475	30856	1624	30382	18
PMHE01000008.1	79785	5349	40860	+	PMQL01000015.1	35469	140	35469	1537	35511	14
PMHE01000029.1	24034	853	23739	-	PMQL01000086.1	23961	263	23081	1508	22886	22
PMHE01000056.1	51678	24739	51573	+	PMQL01000041.1	82774	690	27445	1450	26834	18
PMHE01000008.1	79785	41545	70671	-	PMQL01000039.1	29499	169	29305	1421	29136	16
PMHE01000047.1	49000	429	23439	-	PMQL01000049.1	24276	888	23820	1392	23010	20
PMHE01000036.1	105874	79499	105874	+	PMQL01000073.1	27509	1055	27509	1392	26454	18
PMHE01000010.1	59540	294	22717	+	PMQL01000034.1	71303	48576	70999	1305	22423	20
PMHE01000033.1	22588	420	21743	+	PMQL01000094.1	29027	422	21745	1305	21323	21
PMHE01000036.1	105874	518	25319	+	PMQL01000071.1	32890	8220	32763	1218	24801	16
PMHE01000012.1	82445	1715	22749	-	PMQL01000004.1	25305	0	21072	1160	21072	18
PMHE01000066.1	82585	41428	61794	+	PMQL01000059.1	24504	0	23580	1102	23580	16
