DCPJ01000004.1	125434	46063	125434	-	PFNZ01000022.1	79520	27	79520	2117	79493	9
DCPJ01000008.1	148824	28201	101582	+	PFNZ01000001.1	76013	206	73587	2030	73381	9
DCPJ01000009.1	108605	32557	108598	-	PFNZ01000016.1	81410	39	76093	1740	76054	7
DCPJ01000002.1	73613	8033	48026	-	PFNZ01000008.1	42648	2298	42287	1334	39993	11
DCPJ01000008.1	148824	105203	142589	+	PFNZ01000007.1	39300	1205	38486	1334	37386	12
DCPJ01000001.1	70222	112	69803	+	PFNZ01000015.1	70729	694	70385	1247	69691	6
DCPJ01000004.1	125434	0	43990	-	PFNZ01000009.1	44480	429	44436	1189	44007	9
DCPJ01000007.1	54995	19020	54995	+	PFNZ01000023.1	35835	0	35835	957	35975	9
DCPJ01000005.1	100506	73130	99758	+	PFNZ01000014.1	28147	1205	27833	812	26628	10
DCPJ01000009.1	108605	0	20360	+	PFNZ01000013.1	20503	0	20426	754	20426	12
DCPJ01000003.1	18274	994	18109	-	PFNZ01000018.1	18348	139	17250	638	17115	12
DCPJ01000005.1	100506	48185	70966	+	PFNZ01000017.1	23072	0	22714	609	22781	9
DCPJ01000008.1	148824	3448	16650	-	PFNZ01000006.1	15328	0	12991	609	13202	15
DCPJ01000005.1	100506	737	18808	+	PFNZ01000011.1	17553	0	17553	580	18071	11
DCPJ01000002.1	73613	52535	69101	+	PFNZ01000019.1	23210	2103	18670	551	16567	11
DCPJ01000006.1	57193	20015	38136	-	PFNZ01000003.1	22362	4700	22362	493	18121	9
DCPJ01000006.1	57193	541	17734	+	PFNZ01000012.1	34073	14251	31444	435	17193	8
DCPJ01000005.1	100506	18466	32557	-	PFNZ01000010.1	14512	570	14512	435	14091	10
DCPJ01000007.1	54995	1	19523	+	PFNZ01000002.1	20527	1308	20527	348	19522	6
DCPJ01000005.1	100506	38397	46680	-	PFNZ01000024.1	13193	0	7945	290	8283	12
DCPJ01000006.1	57193	44498	56186	+	PFNZ01000021.1	18514	2853	14541	290	11688	8
DCPJ01000008.1	148824	17552	27708	+	PFNZ01000020.1	12528	2170	12326	261	10156	8
