JAGZSX010000004.1	94523	0	94382	+	CAJPMS010000003.1	94429	0	94305	6061	94382	22
JAGZSX010000001.1	158300	40501	114662	-	CAJPMS010000007.1	74263	55	74217	5684	74162	26
JAGZSX010000002.1	140648	71523	140538	-	CAJPMS010000002.1	192584	123706	192584	5046	69015	25
JAGZSX010000005.1	87773	10832	87747	-	CAJPMS010000006.1	76695	0	76695	4901	76915	21
JAGZSX010000009.1	79646	9002	79167	+	CAJPMS010000005.1	84598	312	70476	4524	70165	22
JAGZSX010000003.1	98276	202	77225	-	CAJPMS010000004.1	86937	0	76886	4466	77023	19
JAGZSX010000008.1	85118	266	52862	-	CAJPMS010000002.1	192584	158	52754	3828	52596	25
JAGZSX010000010.1	78809	18973	75539	+	CAJPMS010000012.1	57809	1156	57721	3625	56566	22
JAGZSX010000012.1	67020	224	49098	-	CAJPMS010000014.1	54799	517	49391	3335	48874	23
JAGZSX010000006.1	85742	37272	80891	+	CAJPMS010000020.1	43871	0	43597	3277	43619	25
JAGZSX010000022.1	43381	276	43281	+	CAJPMS010000002.1	192584	53141	96145	3161	43005	25
JAGZSX010000002.1	140648	578	40403	-	CAJPMS010000017.1	51356	517	40342	3045	39825	26
JAGZSX010000019.1	48382	351	48361	-	CAJPMS010000010.1	64203	2162	50167	3016	48010	21
JAGZSX010000018.1	49745	3087	49648	-	CAJPMS010000013.1	56740	10144	56679	2987	46561	22
JAGZSX010000001.1	158300	0	40069	-	CAJPMS010000016.1	53971	380	40518	2987	40138	25
JAGZSX010000013.1	60454	64	43395	+	CAJPMS010000019.1	46467	2583	45802	2639	43331	21
JAGZSX010000029.1	34117	67	33965	+	CAJPMS010000001.1	198609	157595	191496	2407	33901	24
JAGZSX010000042.1	24294	1072	24294	-	CAJPMS010000001.1	198609	23249	46498	2378	23249	35
JAGZSX010000024.1	42353	266	29281	-	CAJPMS010000029.1	30096	827	29842	2349	29015	27
JAGZSX010000030.1	34073	464	32819	-	CAJPMS010000001.1	198609	100622	132942	2349	32355	25
JAGZSX010000016.1	53363	19698	47769	-	CAJPMS010000030.1	28580	0	28050	2349	28071	28
JAGZSX010000007.1	85241	11458	41944	+	CAJPMS010000028.1	31178	191	30679	2262	30488	25
JAGZSX010000001.1	158300	125150	158219	+	CAJPMS010000026.1	34343	1202	34271	2262	33069	23
JAGZSX010000031.1	33706	428	33123	+	CAJPMS010000001.1	198609	65129	97824	2146	32695	22
JAGZSX010000026.1	35772	3161	33893	-	CAJPMS010000015.1	54030	3132	33867	2146	30735	24
JAGZSX010000008.1	85118	53055	81136	-	CAJPMS010000031.1	28427	319	28405	2088	28086	25
JAGZSX010000037.1	26822	680	26477	+	CAJPMS010000008.1	73531	47287	73083	2001	25797	26
JAGZSX010000017.1	52218	15205	38276	+	CAJPMS010000038.1	23459	351	23410	2001	23071	29
JAGZSX010000033.1	33135	686	32945	-	CAJPMS010000011.1	61168	12659	44912	1972	32259	21
JAGZSX010000020.1	47930	23146	47930	+	CAJPMS010000009.1	67676	444	25307	1885	24863	26
JAGZSX010000011.1	78510	5771	31406	+	CAJPMS010000036.1	25670	0	25597	1827	25635	24
JAGZSX010000020.1	47930	21	22654	+	CAJPMS010000039.1	22597	0	22564	1740	22633	26
JAGZSX010000041.1	25145	920	25145	-	CAJPMS010000018.1	46876	2750	26990	1711	24240	24
JAGZSX010000032.1	33313	13418	33049	-	CAJPMS010000048.1	20147	188	19824	1595	19636	28
JAGZSX010000047.1	22013	0	21242	-	CAJPMS010000022.1	41682	0	21276	1537	21276	24
JAGZSX010000007.1	85241	42697	68099	+	CAJPMS010000034.1	26330	256	25673	1537	25417	20
JAGZSX010000048.1	21946	1357	21945	-	CAJPMS010000022.1	41682	21144	41682	1508	20588	25
JAGZSX010000035.1	29296	0	20933	+	CAJPMS010000037.1	25444	3771	24752	1508	20981	24
JAGZSX010000016.1	53363	18	19060	-	CAJPMS010000025.1	37163	60	19102	1479	19042	26
JAGZSX010000011.1	78510	31528	54124	-	CAJPMS010000040.1	22509	0	22447	1479	22596	22
