CAIMOO010000028.1	589321	238048	416714	-	CAISXK010000096.1	178452	0	178452	7772	178666	15
CAIMOO010000011.1	579755	214425	376726	-	CAISXK010000105.1	165269	1036	163335	6177	162301	13
CAIMOO010000014.1	231582	63031	184138	-	CAISXK010000040.1	121131	116	121131	5742	121107	16
CAIMOO010000028.1	589321	897	128057	+	CAISXK010000079.1	128836	1655	128814	4959	127160	13
CAIMOO010000023.1	347692	154172	255577	+	CAISXK010000134.1	101723	0	101207	4466	101405	15
CAIMOO010000033.1	188006	107064	187688	+	CAISXK010000034.1	81826	833	81457	3973	80624	16
CAIMOO010000028.1	589321	508124	589080	+	CAISXK010000001.1	81281	120	81076	3857	80956	16
CAIMOO010000012.1	152064	482	86335	+	CAISXK010000108.1	87792	1537	87390	3741	85853	15
CAIMOO010000028.1	589321	146136	237134	+	CAISXK010000073.1	91815	0	90802	3248	90998	12
CAIMOO010000012.1	152064	86651	150595	-	CAISXK010000032.1	64250	435	64250	3132	63944	16
CAIMOO010000028.1	589321	416855	490708	-	CAISXK010000004.1	73927	0	73679	3132	73853	14
CAIMOO010000023.1	347692	80158	154424	+	CAISXK010000048.1	74118	0	74118	2987	74266	13
CAIMOO010000023.1	347692	16149	80333	+	CAISXK010000086.1	64638	555	64638	2784	64184	14
CAIMOO010000035.1	61495	999	60537	+	CAISXK010000042.1	67223	6748	66285	2784	59538	16
CAIMOO010000010.1	67102	532	66434	-	CAISXK010000015.1	67196	756	66664	2610	65908	13
CAIMOO010000014.1	231582	3431	63440	+	CAISXK010000107.1	61413	1622	61413	2494	60009	14
CAIMOO010000023.1	347692	277832	333584	-	CAISXK010000122.1	56799	272	56024	2494	55752	15
CAIMOO010000011.1	579755	83718	140882	-	CAISXK010000104.1	59250	759	57929	2436	57170	14
CAIMOO010000009.1	48833	853	48780	+	CAISXK010000103.1	48818	853	48780	2436	47927	17
CAIMOO010000018.1	128022	1152	49108	-	CAISXK010000007.1	49470	337	48284	2262	47956	16
CAIMOO010000003.1	65492	2493	44311	-	CAISXK010000058.1	44110	157	41980	2175	41823	17
CAIMOO010000036.1	171140	36955	96999	+	CAISXK010000062.1	59873	0	59821	2117	60044	12
CAIMOO010000011.1	579755	32226	80104	-	CAISXK010000121.1	47954	66	47951	2059	47885	14
CAIMOO010000040.1	88133	70	55591	-	CAISXK010000003.1	55576	0	55474	2030	55521	12
CAIMOO010000005.1	173175	100244	141490	+	CAISXK010000050.1	41311	146	41311	2001	41246	16
CAIMOO010000005.1	173175	50774	99985	-	CAISXK010000116.1	49230	85	49230	1798	49211	12
CAIMOO010000033.1	188006	37834	89818	-	CAISXK010000113.1	52156	138	52118	1682	51984	11
CAIMOO010000016.1	88438	22846	67273	-	CAISXK010000138.1	45427	85	44517	1653	44432	12
CAIMOO010000041.1	28568	438	28568	+	CAISXK010000120.1	28236	126	28236	1624	28130	19
CAIMOO010000011.1	579755	172	32249	-	CAISXK010000077.1	32222	0	32060	1595	32077	17
CAIMOO010000018.1	128022	58378	89709	+	CAISXK010000110.1	33184	271	31602	1566	31331	17
CAIMOO010000036.1	171140	37	33244	+	CAISXK010000080.1	59747	25876	59083	1537	33207	15
CAIMOO010000011.1	579755	182261	211772	+	CAISXK010000044.1	29287	0	29287	1508	29511	17
CAIMOO010000005.1	173175	141231	173043	+	CAISXK010000085.1	32784	0	31697	1450	31812	15
CAIMOO010000001.1	82542	26250	56839	-	CAISXK010000039.1	32712	0	30398	1450	30589	16
CAIMOO010000031.1	106947	8910	55353	+	CAISXK010000024.1	46829	58	46501	1421	46443	10
CAIMOO010000014.1	231582	197951	231235	+	CAISXK010000129.1	35122	547	33838	1392	33291	14
CAIMOO010000031.1	106947	80686	106798	+	CAISXK010000047.1	27381	1126	27238	1334	26112	17
CAIMOO010000004.1	66909	31785	58472	+	CAISXK010000094.1	28742	31	26718	1305	26687	16
CAIMOO010000024.1	73128	2977	32740	+	CAISXK010000017.1	30757	1094	30757	1276	29763	14
CAIMOO010000011.1	579755	410667	437796	+	CAISXK010000098.1	27902	575	27704	1247	27129	15
CAIMOO010000037.1	126768	21325	45047	+	CAISXK010000029.1	24001	0	23617	1247	23722	18
CAIMOO010000037.1	126768	92464	126613	-	CAISXK010000135.1	34898	205	34354	1247	34149	12
CAIMOO010000025.1	31272	1827	31113	-	CAISXK010000036.1	32796	1665	30949	1218	29286	14
CAIMOO010000011.1	579755	492787	521638	-	CAISXK010000123.1	28476	0	28476	1189	28851	14
CAIMOO010000018.1	128022	91298	119445	-	CAISXK010000061.1	28038	0	27981	1131	28147	13
CAIMOO010000004.1	66909	972	22146	+	CAISXK010000060.1	24262	950	22124	1044	21174	17
CAIMOO010000024.1	73128	47868	73128	+	CAISXK010000080.1	59747	484	25787	1044	25303	14
CAIMOO010000031.1	106947	56175	79254	+	CAISXK010000026.1	23837	475	23554	1044	23079	15
CAIMOO010000038.1	52284	11303	39723	+	CAISXK010000133.1	29011	222	28642	1044	28420	12
CAIMOO010000029.1	23835	831	23249	-	CAISXK010000117.1	23839	559	22977	1015	22418	15
CAIMOO010000001.1	82542	466	24183	+	CAISXK010000115.1	24020	555	24020	957	23717	13
CAIMOO010000011.1	579755	553553	579755	-	CAISXK010000005.1	29371	2471	28751	957	26280	12
CAIMOO010000027.1	22472	1132	22187	+	CAISXK010000013.1	22451	1111	22166	957	21055	15
CAIMOO010000001.1	82542	57769	82542	-	CAISXK010000011.1	25911	1011	25911	957	24900	13
CAIMOO010000037.1	126768	45607	70186	-	CAISXK010000131.1	25517	717	25301	957	24584	13
CAIMOO010000037.1	126768	1159	19446	+	CAISXK010000124.1	20847	2516	20803	957	18287	18
CAIMOO010000003.1	65492	44390	64854	+	CAISXK010000030.1	20993	0	20354	899	20464	15
CAIMOO010000036.1	171140	124193	141273	-	CAISXK010000064.1	18899	1384	18464	870	17080	17
CAIMOO010000007.1	29974	1553	23394	+	CAISXK010000126.1	23402	1511	23352	841	21841	13
CAIMOO010000033.1	188006	25463	37223	+	CAISXK010000125.1	12886	615	12375	841	11760	24
CAIMOO010000011.1	579755	476055	492123	-	CAISXK010000008.1	17419	866	16930	812	16068	17
CAIMOO010000033.1	188006	217	20638	+	CAISXK010000145.1	24822	217	20638	812	20421	13
CAIMOO010000023.1	347692	174	12200	-	CAISXK010000081.1	30152	0	11927	783	12026	22
CAIMOO010000005.1	173175	679	22529	+	CAISXK010000095.1	22403	647	22403	783	21850	12
CAIMOO010000011.1	579755	151955	171292	-	CAISXK010000137.1	18988	0	18988	754	19337	13
CAIMOO010000026.1	17103	124	16823	+	CAISXK010000081.1	30152	13173	29872	754	16699	15
CAIMOO010000011.1	579755	450634	475552	-	CAISXK010000128.1	24447	0	24447	725	24918	10
CAIMOO010000014.1	231582	186202	196722	-	CAISXK010000097.1	13250	653	11173	667	10520	21
CAIMOO010000040.1	88133	74295	84647	+	CAISXK010000031.1	15350	1512	11864	667	10352	22
CAIMOO010000028.1	589321	128141	146284	-	CAISXK010000092.1	18211	0	18100	638	18143	12
CAIMOO010000036.1	171140	96909	109314	-	CAISXK010000082.1	13644	1341	13644	609	12405	16
CAIMOO010000011.1	579755	391931	403616	-	CAISXK010000037.1	12469	0	11590	609	11685	17
CAIMOO010000011.1	579755	521936	538346	+	CAISXK010000002.1	17675	439	16849	580	16410	12
CAIMOO010000016.1	88438	13216	21225	-	CAISXK010000057.1	9031	709	8713	580	8009	24
CAIMOO010000037.1	126768	71072	84276	-	CAISXK010000141.1	13861	529	13733	580	13204	15
CAIMOO010000011.1	579755	540065	549991	-	CAISXK010000045.1	12141	1304	11225	580	9926	20
CAIMOO010000011.1	579755	438378	450151	+	CAISXK010000093.1	12838	384	12157	551	11773	16
CAIMOO010000040.1	88133	55320	71748	-	CAISXK010000071.1	17336	1115	17336	551	16428	11
CAIMOO010000024.1	73128	33899	46130	-	CAISXK010000091.1	14764	1238	13469	551	12231	15
CAIMOO010000038.1	52284	437	10975	-	CAISXK010000112.1	10839	140	10678	551	10538	18
CAIMOO010000023.1	347692	261216	276847	+	CAISXK010000088.1	15788	0	15566	522	15631	11
CAIMOO010000018.1	128022	49239	56469	+	CAISXK010000022.1	8786	0	7072	493	7230	23
CAIMOO010000030.1	13546	0	13546	-	CAISXK010000076.1	17094	3347	17094	493	13747	12
CAIMOO010000020.1	10222	842	9855	+	CAISXK010000063.1	10080	842	9855	464	9013	17
CAIMOO010000015.1	33469	10245	24289	+	CAISXK010000065.1	15822	287	14331	435	14044	10
CAIMOO010000005.1	173175	25966	40404	+	CAISXK010000101.1	15609	1084	15522	435	14438	10
CAIMOO010000033.1	188006	97523	105917	+	CAISXK010000144.1	8602	0	8254	406	8394	16
CAIMOO010000015.1	33469	1491	9807	+	CAISXK010000118.1	9910	1405	9721	406	8316	16
CAIMOO010000021.1	7083	240	6835	-	CAISXK010000114.1	10638	1564	8159	377	6595	19
CAIMOO010000023.1	347692	334306	343256	+	CAISXK010000051.1	8737	63	8737	377	8950	14
CAIMOO010000037.1	126768	85064	91952	-	CAISXK010000142.1	7240	99	6978	377	6888	18
CAIMOO010000016.1	88438	772	12755	+	CAISXK010000074.1	13047	750	12733	348	11983	10
CAIMOO010000022.1	20074	10559	19644	-	CAISXK010000132.1	9388	385	9388	348	9085	13
CAIMOO010000028.1	589321	495643	507937	+	CAISXK010000028.1	12679	91	12385	319	12294	8
CAIMOO010000016.1	88438	68312	79475	-	CAISXK010000049.1	11926	0	10917	319	11163	9
CAIMOO010000018.1	128022	120267	127710	+	CAISXK010000146.1	8219	958	8219	319	7443	14
CAIMOO010000017.1	9944	72	9944	-	CAISXK010000006.1	9950	0	9839	319	9872	11
CAIMOO010000011.1	579755	141900	146877	+	CAISXK010000038.1	6380	434	5411	319	4977	22
CAIMOO010000036.1	171140	118254	123961	-	CAISXK010000056.1	5515	0	5515	290	5707	17
CAIMOO010000028.1	589321	491546	495418	-	CAISXK010000099.1	4998	110	3983	261	3873	23
CAIMOO010000033.1	188006	90721	95805	+	CAISXK010000130.1	5884	758	5842	232	5084	15
CAIMOO010000008.1	4144	0	3641	+	CAISXK010000043.1	4584	198	3910	232	3712	21
CAIMOO010000011.1	579755	171050	181416	+	CAISXK010000139.1	10488	0	10181	232	10366	7
CAIMOO010000005.1	173175	22311	24879	-	CAISXK010000143.1	2675	87	2659	232	2572	31
CAIMOO010000004.1	66909	61757	66878	-	CAISXK010000052.1	6306	0	5036	203	5121	13
CAIMOO010000011.1	579755	385828	390936	+	CAISXK010000127.1	4840	0	4727	203	5108	13
CAIMOO010000011.1	579755	149413	152162	-	CAISXK010000078.1	3454	111	2860	203	2749	25
CAIMOO010000002.1	5808	954	3072	+	CAISXK010000068.1	4890	2163	4281	174	2118	28
CAIMOO010000023.1	347692	342703	347692	+	CAISXK010000059.1	5150	0	5150	174	5150	11
CAIMOO010000002.1	5808	3655	5206	+	CAISXK010000035.1	3352	73	1624	174	1551	38
CAIMOO010000004.1	66909	25717	29811	+	CAISXK010000053.1	5195	887	4981	174	4094	14
CAIMOO010000006.1	1896	626	1879	+	CAISXK010000140.1	3516	626	1879	145	1253	39
CAIMOO010000011.1	579755	403694	408486	-	CAISXK010000018.1	5773	813	5605	116	4792	8
CAIMOO010000019.1	3134	1697	2758	+	CAISXK010000114.1	10638	52	1113	116	1061	37
