WGCP01000001.1	WFZC01000001.1	86.8563
JAABSB010000001.1	JAABSA010000093.1	86.7870
DRKI01000001.1	WFUT01000001.1	87.7985
NZ_VLLC01000095.1	NZ_VDMB01000036.1	89.0893
VGSO01000001.1	VGSW01000001.1	87.6447
WFZC01000001.1	DRLX01000001.1	88.4137
PLLV01000179.1	PLMX01000018.1	88.1792
PXBG01000057.1	SLCH01000146.1	86.0028
JAGXTA010000001.1	VGSS01000001.1	88.7180
JAHJJB010000005.1	JAABQB010000100.1	87.9500
NZ_VZRA01000001.1	NZ_CP042466.1	89.8450
NC_015682.1	DTEI01000059.1	89.8087
JAABRW010000114.1	JAABSB010000001.1	88.8090
NZ_JACHEO010000001.1	JROS01000005.1	88.9793
PMBI01000073.1	CAITLA010000001.1	87.7565
JADFXK010000100.1	JADFYC010000100.1	89.4981
QNAZ01000001.1	JACDNX010000001.1	85.3879
JABXKU010000001.1	MAXT01000001.1	89.4793
JADFYN010000100.1	JADFXK010000100.1	90.0997
PHBD01000067.1	JABLXX010000001.1	89.3876
SBFN01000013.1	JAAXQF010000412.1	90.0927
JAAZBV010000016.1	JAFGFM010000184.1	87.7996
DNGT01000453.1	PKTV01000353.1	89.6940
NZ_CP042466.1	NZ_VZQZ01000001.1	89.3861
WGFM01000001.1	DRQE01000001.1	83.9772
CAITLA010000001.1	PLMX01000018.1	87.8407
DQXI01000012.1	DCWA01000033.1	86.4551
JAGYOX010000001.1	JAGXLR010000124.1	86.0729
JAABSS010000125.1	JAABSO010000010.1	89.0757
JAABTD010000056.1	JAABTM010000548.1	88.2816
RPGQ01000001.1	MAXL01000001.1	90.4941
MTKO01000034.1	MTKS01000001.1	88.0711
JACREV010000106.1	MGPQ01000001.1	86.6809
CAISJV010000001.1	DMAT01000392.1	88.4182
JACUTW010000045.1	PHAV01000012.1	87.5215
SLLR01000108.1	PWVL01000125.1	87.9497
PLLC01000068.1	MNZQ01000058.1	87.7501
JADFYA010000100.1	JADFXK010000100.1	90.0860
MPMI01000038.1	WTHD01000313.1	89.5572
VBKF01000015.1	VBKG01000040.1	86.3791
VBLD01000291.1	VBKF01000015.1	87.6008
VXTZ01000021.1	VXNX01000004.1	86.8384
JABILG010000003.1	NZWH02000020.1	86.1170
NZXA02000014.1	CACLTT010000001.1	88.8309
MFCJ01000001.1	CADEFK010000001.1	88.3755
PAZJ02000008.1	NZXA02000014.1	88.5929
MNYH01000075.1	QYPW01000132.1	88.9866
JADGQY010000006.1	MGPO01000001.1	87.1390
MNYH01000075.1	MGPO01000001.1	87.0361
NZ_KI867149.1	MVQN01000001.1	87.2013
DIFC01000088.1	JAGOOA010000042.1	87.0891
NZ_KE383875.1	DFYP01000113.1	85.3710
JAHJLB010000048.1	CAIMRY010000001.1	86.2709
PLAX01000161.1	PLNE01000018.1	90.0476
VBGM01000166.1	VBHB01000158.1	87.7648
PLXL01000118.1	PLOF01000053.1	89.6050
JAFCBW010000153.1	QMVA01000001.1	89.4488
JAHJLF010000073.1	MFFN01000001.1	88.7565
VBOW01000087.1	VBOX01000001.1	86.1909
JADJLL010000001.1	JACRIW010000034.1	89.5370
DNQL01000139.1	WOVA01000054.1	87.5143
JAGCCP010000010.1	JAFXOV010000048.1	88.6644
JACQYT010000015.1	JAHJSU010000052.1	87.9198
PMTY01000090.1	JABCZE010000001.1	87.7492
PMHJ01000046.1	JABCZE010000001.1	85.3244
NZ_FOZS01000013.1	NZ_CP007055.1	88.4509
LUYE01000001.1	NC_017527.1	89.3699
NZ_CP054587.1	NZ_BBJN01000071.1	87.5824
JACWML010000033.1	PMIN01000117.1	89.8954
NZ_CP019154.1	NZ_AOLQ01000001.1	89.3703
PUOI01000574.1	SKRY01000006.1	89.0601
DTIO01000270.1	AWNW01000001.1	90.3322
QIDD01000001.1	BDTI01000001.1	86.9848
WANG01000001.1	JAADFH010000001.1	84.6433
JACPJC010000005.1	JAGVWD010000066.1	88.4013
VXTP01000012.1	JAAXHH010000077.1	87.4306
JAAXHH010000077.1	VXMB01000013.1	87.5452
CAINDZ010000001.1	CAIOLW010000001.1	87.8427
NZHL01000021.1	PAOF01000001.1	86.1754
DTTI01000001.1	SCKS01000034.1	87.9248
QNCR01000001.1	LGGY01000264.1	85.4182
CABZHT010000001.1	CACNWW010000001.1	89.5392
NNSG01000001.1	DJKX01000018.1	87.7722
CACHMU010000001.1	PASX01000014.1	86.2927
DKQU01000023.1	NVVH01000032.1	85.2649
NZ_QLOE01000004.1	DULW01000009.1	88.1394
DTKR01000011.1	LGEU01000130.1	85.3419
PMGM01000056.1	PLXT01000147.1	89.6334
DULW01000009.1	LGEU01000130.1	88.7234
DUHK01000014.1	JAEELZ010000124.1	85.6195
NC_014408.1	NZ_AP011952.1	90.3239
DUPR01000003.1	DALO01000002.1	89.6539
PLXT01000147.1	PLTK01000213.1	88.2681
JACRGA010000007.1	AMGN01000001.1	88.6472
DQVW01000086.1	DQUI01000067.1	85.2686
DQVU01000097.1	NZ_CP022242.1	88.0277
NZ_CP012200.1	NZ_KE387145.1	87.0217
NC_014804.1	JACDNS010000001.1	87.1607
NZ_SNUG01000010.1	NZ_CP006965.1	90.0894
JACDNS010000001.1	NZ_CP006965.1	89.3504
QHSX01000038.1	MNCR01000031.1	87.3751
QHSA01000048.1	QHTD01000191.1	88.4759
QHSX01000038.1	QHTD01000191.1	88.1124
JACOVB010000014.1	JACPIQ010000003.1	89.0677
MGBT01000001.1	JACPIQ010000003.1	87.5048
QHSB01000266.1	QHRU01000041.1	89.4938
MGBV01000001.1	JACOVB010000014.1	88.5967
QHSP01000015.1	QHTE01000119.1	89.7878
MNCR01000031.1	QHTD01000191.1	88.3542
MNEG01000074.1	QHTB01000081.1	88.3499
LDXP01000001.1	JACPCF010000087.1	87.3918
MGCE01000001.1	MGCF01000001.1	87.7602
QHSA01000048.1	MNCR01000031.1	87.5198
FP565575.1	NSJM01000146.1	87.6904
CAIXOA010000001.1	JACCLI010000077.1	86.3859
NZ_RAWE01000100.1	NZ_RAWG01000100.1	88.5437
NZ_CP069338.1	NZ_JPMI01000001.1	87.8064
NZ_JMCC02000001.1	NZ_PVNL01000001.1	87.5936
NZ_SADD01000011.1	VOSL01000094.1	88.2704
NC_021658.1	NZ_CP012673.1	88.5637
NC_014623.1	NZ_FOIJ01000047.1	88.2855
CAIQRS010000001.1	CAIVAR010000001.1	86.7930
NZ_CP069338.1	NZ_CP011509.1	87.9184
NZ_CP012673.1	NZ_CP012670.1	88.3795
NC_017030.1	NZ_RAVZ01000100.1	88.0062
NZ_JPMI01000001.1	NZ_CP069396.1	87.3978
WQYA01000001.1	WQTM01000001.1	85.1012
CAIWGR010000001.1	JABMMX010000062.1	88.6491
PMJE01000528.1	PMBS01000356.1	88.2177
NZ_SADD01000011.1	VOSM01000001.1	87.4503
JADHUF010000053.1	JABSRD010000001.1	85.4912
SCVO01000001.1	JAENJF010000072.1	85.0812
DTEE01000081.1	JAFNIT010000016.1	85.8760
JAAOZN010000056.1	DTLX01000057.1	86.1317
JAGTQY010000001.1	JAGTRF010000001.1	85.4765
JAAOZK010000008.1	DRZN01000063.1	85.6502
WUQR01000001.1	BEHE01000001.1	85.2305
BBCS01000001.1	BBDO01000001.1	84.0199
JAFYXV010000002.1	JAGCDY010000003.1	85.0324
JAFGBE010000140.1	DJVC01000124.1	85.0326
JAGCNV010000093.1	DBYC01000036.1	87.1384
CAJQOS010000001.1	NZ_CACVBO010000001.1	86.3562
SXMN01000035.1	SIBF01000062.1	87.3729
VHCJ01000001.1	CAIOYO010000001.1	86.1238
JAFAUY010000286.1	JAFBAP010000131.1	86.4570
NZ_CP049143.1	NZ_QNRR01000001.1	86.3309
CAIKZE010000001.1	CAIPAT010000001.1	87.7278
PAPL01000001.1	CACJBM010000001.1	84.9859
DOEU01000037.1	DDID01000052.1	86.6212
JAFSTA010000109.1	JAFYDR010000073.1	86.6596
SHUI01000040.1	SYKU01000074.1	91.3517
PNKE01000014.1	JACZJQ010000243.1	89.2170
SHUF01000044.1	JADJUS010000001.1	88.9643
DSKT01000005.1	DSHT01000134.1	86.3858
VXZQ01000010.1	JAAXHG010000111.1	89.2019
JAAYAJ010000028.1	JAFGSS010000003.1	87.5163
SOIV01000273.1	WVXO01000001.1	89.4883
CABWKN010000001.1	NJBL01000021.1	88.2743
PKWU01000040.1	PLOT01000304.1	89.2449
DSBM01000141.1	JAFGNX010000190.1	85.9930
PMYB01000229.1	PLMF01000045.1	90.9886
VXME01000007.1	WTFV01000097.1	88.7272
JAGOCP010000245.1	JAGPDF010000091.1	86.2380
PLXE01000036.1	PMAT01000096.1	90.9686
JAFAZX010000057.1	JAFAVK010000104.1	88.6943
PCAP01000001.1	PBML01000001.1	89.0354
WTFV01000097.1	WTGR01000027.1	88.0908
PLZX01000088.1	PMTR01000118.1	90.2721
JADJVF010000001.1	JADKBZ010000001.1	88.7435
CAIZZF010000001.1	CAIRQL010000001.1	86.0576
VXUF01000036.1	JAAXHG010000111.1	89.0143
JAAXHG010000111.1	VYDI01000001.1	88.9866
JADJZB010000001.1	DIAY01000048.1	87.3412
NZ_CP031165.1	NZ_PGDQ01000001.1	88.5117
NZ_AP023354.1	NZ_AP023355.1	89.7674
JAHIMR010000036.1	JAHIPE010000080.1	86.7104
NZ_LMOB01000001.1	NZ_FXWJ01000006.1	88.2681
NZ_FNUC01000004.1	NZ_POTW01000100.1	89.1377
NZ_NFJP01000001.1	NZ_PPEL01000001.1	90.7432
NZ_FNIR01000024.1	CP043652.1	86.6710
NZ_VFNJ01000001.1	NZ_BMQT01000001.1	89.3554
PMLO01000263.1	PMBM01000208.1	87.1773
CAJJCB010000001.1	CAJQGN010000001.1	89.1567
JAFAPC010000008.1	JAFAXZ010000089.1	87.2992
NZ_UESZ01000004.1	LVCF01000001.1	87.0888
NZ_QUNO01000001.1	NZ_CP073318.1	88.0230
NZ_BONE01000001.1	NZ_QUMQ01000001.1	86.4391
JACCVM010000082.1	JACCTL010000092.1	87.3534
PMZN01000176.1	PMVZ01000289.1	89.6893
NZ_BJYX01000001.1	NZ_LMIW01000001.1	88.1755
NZ_JAANNP010000012.1	NZ_JAANNO010000034.1	86.9363
PMZN01000176.1	PLIM01000035.1	86.8574
CABKMD010000001.1	NZ_KE150450.1	88.7212
NZ_QXCY01000001.1	NZ_KI911564.1	88.4054
MELI01000001.1	JAGXSZ010000001.1	88.6242
CAITZM010000001.1	CAIWHP010000001.1	88.2679
CACJBM010000001.1	JAAZZC010000262.1	88.8751
CAIMFE010000001.1	CAIOLH010000001.1	87.3755
WTHG01000245.1	DPAW01000168.1	88.2304
QHRC01000086.1	QHPX01000108.1	88.8582
JAFAMB010000024.1	JAFAJU010000149.1	88.9482
JAFAZK010000052.1	JAFAHI010000151.1	88.5999
JAAZZB010000066.1	DQLO01000350.1	87.6424
JAFXSU010000229.1	JAFZWH010000094.1	88.2027
LGFX01000001.1	DJVI01000003.1	87.8870
CAIVAP010000001.1	CAIYYT010000001.1	89.9051
DSEQ01000033.1	JAABVY010000059.1	84.7235
PAWT01000034.1	PBBF01000001.1	90.3415
PCAU01000001.1	PBBF01000001.1	90.9471
JABFXN010000262.1	NZ_CP042806.1	90.8800
DSKS01000001.1	DTKM01000033.1	91.6091
MEKM01000001.1	DSPT01000076.1	92.6349
PCAU01000001.1	PAWT01000034.1	94.8273
JAFGSS010000003.1	JAAYCX010000001.1	93.2149
JAAYUB010000094.1	JAGOHA010000212.1	92.1495
BEHM01000001.1	BEHK01000001.1	91.4956
JAFLBB010000001.1	JADJOP010000001.1	91.7149
PAWT01000034.1	PBHT01000001.1	95.0659
PMOK01000303.1	PMUN01000440.1	93.6015
DTKL01000015.1	NC_012483.1	91.4962
NZSH01000037.1	DODG01000003.1	95.1301
VXVC01000013.1	VYDI01000001.1	92.1070
NZ_JACHIO010000001.1	NC_016631.1	94.0149
VXMF01000010.1	VXRL01000095.1	93.2239
PCAK01000001.1	DCWN01000006.1	90.6887
VXME01000007.1	WTGR01000027.1	94.6190
NZ_BBXC01000001.1	NZ_BBXF01000001.1	94.4958
JACDEY010000029.1	JACDCJ010000183.1	93.3648
NZ_MTQL01000001.1	NZ_FUZP01000004.1	92.5735
NZ_JOEC01000001.1	NZ_RCUY01000019.1	92.8301
PWFH01000051.1	SLNF01000069.1	90.3755
SYBH01000029.1	CAIKHC010000001.1	90.3790
NZ_VUNC01000001.1	CAJMNO010000001.1	92.6341
NZ_CP063169.1	NZ_VSMB01000010.1	92.9882
PBTV01000020.1	PBWE01000003.1	91.2114
NC_008278.1	NZ_CM001489.1	90.9136
NC_009142.1	NZ_CP054839.1	94.4788
NZ_JACBZA010000001.1	NZ_JACBZH010000001.1	90.4168
NZ_FPBA01000069.1	NZ_FXTJ01000001.1	91.3673
NZ_JNBQ01000001.1	NZ_CP052757.1	91.5657
CABJEP010000001.1	NZ_QSSH01000001.1	93.2929
JACIXB010000001.1	DTOR01000483.1	92.3460
NZ_MZMQ01000001.1	NZ_JADKRS010000001.1	90.3242
JAHUUL010000001.1	JAHUUK010000001.1	92.9102
JAFPUC010000009.1	JAGBQH010000006.1	91.9115
NZ_JAFBBV010000001.1	NZ_CP042174.1	92.9392
NZ_SHLC01000001.1	NZ_LMDN01000001.1	90.5808
NZ_MWLN01000001.1	JACRAB010000177.1	94.3285
CACZQA010000001.1	CAAEQF010000001.1	94.9662
NZ_KE383895.1	NZ_WAJS01000001.1	91.2262
VAWS01000131.1	VAYV01000316.1	92.7854
BJGB01000001.1	SHUW01000015.1	94.1294
JAFMEI010000090.1	CAIYHK010000001.1	90.6332
NZ_BMPW01000001.1	NZ_JAGFNS010000001.1	94.2098
NZ_JAAKEC010000010.1	NZ_JAAVTO010000101.1	94.0487
WLIL01000001.1	NSHZ01000001.1	92.5815
NZ_CP046175.1	NZ_CACRYJ010000001.1	94.0461
NZ_WARX01000001.1	NZ_JAAOTJ010000001.1	90.4854
URPJ01000001.1	NZ_JADNOH010000032.1	92.6404
JABBOX010000252.1	PKWT01000470.1	92.2491
JAEUJA010000243.1	JABWBC010000021.1	86.9244
JAFGQP010000352.1	DLFY01000102.1	89.0365
CAJBCV010000001.1	SIAG01000010.1	87.5450
PAAT01000192.1	PAJC01000152.1	88.6937
NBLM01000003.1	QNBU01000001.1	87.7525
CP054187.1	CP036352.1	86.8636
JADKAF010000001.1	JAEUHW010000347.1	89.4123
SKJM01000096.1	PWXP01000105.1	90.2674
CAITGX010000001.1	VGYZ01000001.1	87.4866
JADJEK010000001.1	JAEUIB010000461.1	87.9321
JACTNA010000006.1	CAADGN010000001.1	86.2263
DBGM01000014.1	PAAB01000063.1	86.5563
LJTR01000173.1	JADHXR010000069.1	86.9565
NHCD02000035.1	SHAP01000001.1	87.2087
NZ_CP019633.1	NZ_CP021023.1	86.0413
RFON01000001.1	SYGP01000008.1	87.2765
VGYB01000001.1	VGXJ01000001.1	87.7149
RHLH01000001.1	WUAK01000001.1	89.0038
NZ_CP036348.1	NZ_CP036292.1	90.4932
NZFT01000008.1	JAACEA010000168.1	87.4190
DBCB01000222.1	QWPF01000001.1	88.4288
JAFTCU010000109.1	JAFSMO010000017.1	88.3777
NZ_CP036348.1	CP036261.1	90.2769
SYIB01000010.1	JAGWXC010000303.1	88.9059
CAJQPT010000001.1	JADHOC010000030.1	86.9396
JAFQXE010000001.1	JAFZAL010000032.1	90.3503
JAGCAH010000012.1	CADBQY010000001.1	86.1369
JAFSMW010000046.1	CACXSS010000001.1	88.8557
JAFSMW010000046.1	JAFQXE010000001.1	90.4553
JAACEA010000168.1	NYSY01000009.1	87.1379
JAFZAL010000032.1	JAFSMW010000046.1	89.6583
RECV01000111.1	SKZB01000164.1	88.8733
CAIYOC010000001.1	VGYB01000001.1	86.7161
JAAXHD010000335.1	RKRR01000119.1	89.6893
JABGQA010000110.1	NYZG01000001.1	86.0733
DTUY01000001.1	NZUQ01000001.1	86.6758
NZUQ01000001.1	PAQF01000001.1	86.1794
DPHD01000010.1	JABGSN010000057.1	87.8757
SXXS01000019.1	CAIKLL010000001.1	88.2770
NZ_JAHTBN010000010.1	NZ_NJIH01000012.1	88.7997
NZ_JAAILA010000004.1	NZ_CDBK01000001.1	88.9237
NC_016745.1	NZ_QAGM01000001.1	87.9796
NZ_SNTY01000014.1	NZ_MLCN01000001.1	87.0197
JACCEP010000010.1	NZ_RAPG01000010.1	88.2788
CAJPFI010000001.1	JADIZG010000001.1	86.7539
JABHUX010000073.1	NZ_CP024034.1	86.2899
NZ_BEWO01000001.1	NZ_BANH01000191.1	87.3283
NZ_QHJR02000001.1	NZ_LXFV01000001.1	89.8118
NZ_CP032616.1	NZ_AP014862.1	86.4962
NC_010170.1	NZ_JAHUWT010000010.1	87.6306
DSBO01000006.1	JABURS010000031.1	88.4694
NZ_CP074375.1	NZ_CP025030.1	87.1480
NZ_JABRXF010000001.1	NZ_WUMV01000014.1	86.7158
CAIMWI010000001.1	CAIQOV010000001.1	85.9040
NZ_WHUG01000010.1	NZ_WKJN01000100.1	86.5012
WTGV01000016.1	VXLL01000029.1	86.5299
PANK01000001.1	NZ_SMSI01000001.1	87.6859
AZYC01000001.1	AZYB01000001.1	88.7876
CACGBM010000001.1	CACMKJ010000001.1	86.7186
NZ_CP042906.1	NZ_CP042582.1	86.6426
NZ_JACGXN010000001.1	UQDH01000001.1	87.1441
NZ_CP006664.1	NZ_BANW01000034.1	86.2942
NCFZ01000049.1	CAIVGK010000001.1	90.1795
JAGIBN010000010.1	NZ_JAHFVK010000001.1	86.2639
NVSZ01000002.1	NVTL01000090.1	86.9189
CACJSL010000001.1	CACFOQ010000001.1	95.1476
CP011001.1	DS995299.1	94.8779
NZ_LMEC01000001.1	NZ_LMDJ01000001.1	90.2273
PBRS01000005.1	CACANC010000001.1	92.2274
NZ_JAAVTA010000001.1	NZ_JAAVSY010000001.1	93.5593
VEQJ01000304.1	CAISOG010000001.1	93.3352
WGNH01000037.1	NZ_QBDX01000001.1	94.7843
NZ_VEJO01000010.1	NZ_PQKR01000001.1	92.0992
NZ_AUCC01000001.1	NZ_CAJCFU010000001.1	92.6115
NZ_VCED01000001.1	NZ_LN831035.1	91.5153
JAHAHT010000160.1	NZ_MUXX01000001.1	90.7578
NZ_NWUS01000001.1	NZ_JATM01000005.1	94.3725
NZ_CP034752.1	JADRCR010000001.1	91.4670
