GCA_000432915.1__GCA_002441865.1	302	271	162	0.099668	ok
GCA_000433755.1__GCA_900772475.1	195	139	98	0.283505	ok
GCA_000434055.1__GCA_002449395.1	290	226	157	0.217993	ok
GCA_000621425.1__GCA_002393955.1	187	141	107	0.241935	ok
GCA_000634115.1__GCA_902571335.1	164	108	105	0.337423	ok
GCA_000981645.1__GCA_905182895.1	56	49	29	0.109091	ok
GCA_001543015.1__GCA_013215285.1	134	99	67	0.255639	ok
GCA_001604135.1__GCA_902780785.1	73	57	47	0.208333	ok
GCA_001627235.1__GCA_018647405.1	128	102	61	0.196850	ok
GCA_001648575.1__GCA_001636495.1	255	164	171	0.354331	ok
GCA_001770235.1__GCA_018781585.1	305	244	156	0.197368	ok
GCA_001771285.1__GCA_016208645.1	788	643	329	0.182973	ok
GCA_002083405.1__GCA_015904045.1	420	338	218	0.193317	ok
GCA_002171315.2__GCA_016777125.1	111	95	59	0.136364	ok
GCA_002171475.2__GCA_902628605.1	98	81	45	0.164948	ok
GCA_002256765.1__GCA_903933995.1	753	678	336	0.098404	ok
GCA_002299885.1__GCA_903851465.1	99	88	55	0.102041	ok
GCA_002323895.1__GCA_905181965.1	177	138	86	0.215909	ok
GCA_002361535.1__GCA_902768785.1	274	204	147	0.252747	ok
GCA_002364755.1__GCA_014171555.1	172	125	99	0.269006	ok
GCA_002391195.1__GCA_902768715.1	359	289	174	0.192737	ok
GCA_002391235.1__GCA_902799665.1	192	151	105	0.209424	ok
GCA_002394865.1__GCA_902762795.1	369	272	196	0.260870	ok
GCA_002420315.1__GCA_905181965.1	195	155	99	0.201031	ok
GCA_002432795.1__GCA_002435825.1	228	177	118	0.220264	ok
GCA_002440145.1__GCA_002298665.1	305	227	145	0.253289	ok
GCA_002448495.1__GCA_002373045.1	358	279	174	0.218487	ok
GCA_002450295.1__GCA_000224765.2	404	317	173	0.213400	ok
GCA_002455755.1__GCA_002365595.1	304	235	160	0.224422	ok
GCA_002470135.1__GCA_903878415.1	114	100	60	0.115044	ok
GCA_002501135.1__GCA_002365325.1	249	223	112	0.100806	ok
GCA_002501805.1__GCA_002499865.1	93	85	46	0.076087	ok
GCA_002502095.1__GCA_002499325.1	136	128	73	0.051852	ok
GCA_002505485.1__GCA_002496565.1	434	328	221	0.242494	ok
GCA_002691825.1__GCA_002338445.1	103	84	55	0.176471	ok
GCA_002700305.1__GCA_000961695.1	207	160	110	0.223301	ok
GCA_002707795.1__GCA_017642925.1	186	141	91	0.237838	ok
GCA_002709185.1__GCA_002684355.1	78	65	43	0.155844	ok
GCA_002712325.1__GCA_002295705.1	100	89	53	0.101010	ok
GCA_002713605.1__GCA_002295705.1	53	44	28	0.153846	ok
GCA_002726775.1__GCA_003535775.1	193	172	92	0.104167	ok
GCA_002727485.1__GCA_002702945.1	71	64	36	0.085714	ok
GCA_002727695.1__GCA_002709705.1	123	105	56	0.139344	ok
GCA_002842735.1__GCA_018830415.1	391	361	177	0.074359	ok
GCA_003003725.1__GCF_000214075.1	1160	833	594	0.281277	ok
GCA_003023405.1__GCF_000337415.1	194	150	102	0.222798	ok
GCA_003023405.1__GCF_900102375.1	178	122	98	0.310734	ok
GCA_003209375.1__GCA_902616595.1	74	56	45	0.232877	ok
GCA_003209655.1__GCA_902626525.1	64	47	49	0.253968	ok
GCA_003209675.1__GCA_003216455.1	41	38	23	0.050000	ok
GCA_003211555.1__GCA_902624535.1	61	51	29	0.150000	ok
GCA_003212535.1__GCA_902626525.1	81	67	48	0.162500	ok
GCA_003212625.1__GCA_003215895.1	36	27	21	0.228571	ok
GCA_003212655.1__GCA_003280915.1	84	69	39	0.168675	ok
GCA_003214175.1__GCA_003281485.1	60	51	29	0.135593	ok
GCA_003214975.1__GCA_003281635.1	86	69	45	0.188235	ok
GCA_003215695.1__GCA_902629395.1	62	50	37	0.180328	ok
GCA_003216175.1__GCA_003284375.1	81	69	49	0.137500	ok
GCA_003218815.1__GCA_003217835.1	261	224	114	0.138462	ok
GCA_003219125.1__GCA_003219095.1	501	439	205	0.122000	ok
