GCA_000437855.1__GCA_000435755.1	92	72	45	0.208791	ok
GCA_000696115.1__GCA_014204745.1	268	186	155	0.303371	ok
GCA_001058355.1__GCA_015264885.1	392	326	163	0.166240	ok
GCA_001421175.1__GCA_002502965.1	29	20	16	0.285714	ok
GCA_001464505.1__GCA_016190985.1	342	259	152	0.240469	ok
GCA_001602925.1__GCA_016931495.1	198	162	124	0.177665	ok
GCA_001648025.1__GCA_902636535.1	546	412	237	0.244037	ok
GCA_001704065.1__GCA_902588975.1	73	57	46	0.208333	ok
GCA_001799475.1__GCA_018817515.1	367	279	203	0.237705	ok
GCA_001800975.1__GCA_016649745.1	410	333	195	0.185819	ok
GCA_001896715.1__GCA_002506585.1	492	362	242	0.262729	ok
GCA_002050455.1__GCA_013696385.1	562	498	242	0.112299	ok
GCA_002067855.1__GCA_018053845.1	534	413	248	0.225141	ok
GCA_002070395.1__GCA_012523215.1	352	299	139	0.148148	ok
GCA_002169865.1__GCA_902606525.1	44	39	25	0.093023	ok
GCA_002170775.2__GCA_002504845.1	100	97	51	0.020202	ok
GCA_002171765.1__GCA_002364975.1	161	147	79	0.081250	ok
GCA_002281575.1__GCA_001829005.1	66	44	31	0.323077	ok
GCA_002361235.1__GCA_900760735.1	207	172	108	0.165049	ok
GCA_002427015.1__GCA_002408465.1	159	126	84	0.202532	ok
GCA_002457555.1__GCA_002497025.1	104	98	61	0.048544	ok
GCA_002479495.1__GCA_002386585.1	441	375	228	0.147727	ok
GCA_002491115.1__GCA_910587495.1	399	337	199	0.153266	ok
GCA_002684375.1__GCA_002336405.1	233	208	114	0.103448	ok
GCA_002687745.1__GCA_018673475.1	115	89	65	0.219298	ok
GCA_002691265.1__GCA_902581145.1	71	59	29	0.157143	ok
GCA_002699185.1__GCF_003932505.1	227	160	124	0.292035	ok
GCA_002702745.1__GCA_902581145.1	62	47	35	0.229508	ok
GCA_002706085.1__GCF_003597125.1	408	283	207	0.304668	ok
GCA_002706765.1__GCF_007746795.1	322	232	174	0.277259	ok
GCA_002709955.1__GCA_002696645.1	187	167	80	0.102151	ok
GCA_002713585.1__GCA_002506875.1	137	125	73	0.080882	ok
GCA_002720735.1__GCA_002338445.1	112	99	59	0.108108	ok
GCA_002721465.1__GCA_902516285.1	34	27	15	0.181818	ok
GCA_002722525.1__GCA_002703045.1	82	75	42	0.074074	ok
GCA_002727695.1__GCA_002710205.1	122	103	59	0.148760	ok
GCA_002730655.1__GCA_002348545.1	92	68	48	0.252747	ok
GCA_002731395.1__GCA_002694585.1	130	114	64	0.116279	ok
GCA_002841885.1__GCA_018902545.1	161	116	94	0.275000	ok
GCA_002938075.1__GCA_002686255.1	376	296	175	0.210667	ok
GCA_003030785.1__GCF_000235625.1	497	372	249	0.250000	ok
GCA_003166855.1__GCA_003134655.1	656	498	318	0.239695	ok
GCA_003166915.1__GCA_003158175.1	296	220	144	0.254237	ok
GCA_003208695.1__GCA_003210895.1	87	67	44	0.220930	ok
GCA_003208695.1__GCF_000011465.1	98	75	45	0.226804	ok
GCA_003209585.1__GCF_017696275.1	54	42	23	0.207547	ok
GCA_003210015.1__GCA_902607945.1	83	66	46	0.195122	ok
GCA_003210235.1__GCA_003210915.1	128	100	60	0.212598	ok
GCA_003210285.1__GCA_003211115.1	80	72	39	0.088608	ok
GCA_003210655.1__GCA_902572065.1	60	53	34	0.101695	ok
GCA_003210825.1__GCA_003283415.1	93	74	49	0.195652	ok
GCA_003210895.1__GCA_902609995.1	96	79	47	0.168421	ok
GCA_003212055.1__GCA_902534675.1	77	65	36	0.144737	ok
GCA_003212055.1__GCF_000759855.1	92	60	61	0.340659	ok
GCA_003212055.1__GCF_002026005.1	228	165	70	0.273128	ok
GCA_003212195.1__GCF_002026005.1	247	182	51	0.260163	ok
GCA_003212555.1__GCA_003278425.1	82	69	41	0.148148	ok
GCA_003213135.1__GCA_902614835.1	50	39	31	0.204082	ok
GCA_003213275.1__GCF_002025975.1	186	128	70	0.308108	ok
GCA_003214055.1__GCF_017696055.1	59	44	30	0.241379	ok
GCA_003214085.1__GCA_003214115.1	82	69	43	0.148148	ok
GCA_003214215.1__GCA_902535175.1	66	53	37	0.184615	ok
GCA_003214235.1__GCA_902612005.1	91	72	47	0.200000	ok
GCA_003214615.1__GCA_902606835.1	60	48	37	0.186441	ok
GCA_003216195.1__GCA_902521485.1	45	37	19	0.159091	ok
GCA_003216195.1__GCA_902526965.1	70	52	52	0.246377	ok
GCA_003216575.1__GCA_003284375.1	116	93	71	0.191304	ok
GCA_003216715.1__GCA_003279615.1	75	61	46	0.175676	ok
GCA_003222135.1__GCA_001917665.1	164	125	92	0.233129	ok
GCA_003260025.2__GCF_900156315.1	896	667	450	0.254749	ok
GCA_003265685.1__GCA_017983795.1	519	375	264	0.276062	ok
GCA_003278065.1__GCA_902596045.1	72	52	46	0.267606	ok
GCA_003278095.1__GCA_003282435.1	88	80	46	0.080460	ok
GCA_003278875.1__GCF_002026165.1	204	137	62	0.325123	ok
GCA_003279105.1__GCA_902591275.1	75	65	48	0.121622	ok
GCA_003279685.1__GCA_902556905.1	54	48	28	0.094340	ok
GCA_003279765.1__GCA_902578175.1	65	51	33	0.203125	ok
GCA_003279945.1__GCA_003281285.1	53	45	24	0.134615	ok
GCA_003280885.1__GCA_902527105.1	73	62	35	0.138889	ok
GCA_003281125.1__GCF_002025865.1	192	140	67	0.267016	ok
GCA_003281505.1__GCA_902618335.1	59	55	34	0.051724	ok
GCA_003281605.1__GCA_902564235.1	49	43	32	0.104167	ok
GCA_003281725.1__GCA_014653605.1	57	45	23	0.196429	ok
GCA_003282145.1__GCA_000384615.1	175	131	70	0.247126	ok
GCA_003331195.1__GCA_002862945.1	138	130	76	0.051095	ok
GCA_003402375.1__GCA_003402345.1	165	117	104	0.286585	ok
GCA_003445555.1__GCA_002327235.1	360	277	181	0.228412	ok
GCA_003499325.1__GCA_002394725.1	453	354	201	0.216814	ok
GCA_003554505.1__GCF_000174435.1	751	550	395	0.266667	ok
