GCA_000204585.1__GCA_003569705.1	75	22	69	0.702703	ok
GCA_000218705.1__GCA_902625845.1	81	64	58	0.200000	ok
GCA_000433355.1__GCA_002314195.1	358	277	146	0.224090	ok
GCA_000438255.1__GCA_900753165.1	189	146	76	0.223404	ok
GCA_000634115.1__GCA_902518475.1	150	119	71	0.201342	ok
GCA_000634515.1__GCA_902525075.1	181	141	87	0.216667	ok
GCA_000741495.1__GCA_000771265.1	54	43	38	0.188679	ok
GCA_001507955.1__GCA_003584625.1	179	122	106	0.314607	ok
GCA_001510295.1__GCA_902566725.1	50	44	29	0.102041	ok
GCA_001629255.1__GCA_902625325.1	60	45	32	0.237288	ok
GCA_001805105.1__GCA_018896985.1	376	302	181	0.194667	ok
GCA_001805565.1__GCA_003522725.1	139	105	72	0.239130	ok
GCA_001829715.1__GCA_903903705.1	471	428	198	0.089362	ok
GCA_002067095.1__GCA_018263335.1	155	123	88	0.201299	ok
GCA_002256995.1__GCA_018820765.1	222	165	120	0.253394	ok
GCA_002282385.1__GCA_002299195.1	269	253	144	0.055970	ok
GCA_002336655.1__GCA_905480095.1	280	241	128	0.136201	ok
GCA_002350725.1__GCA_902761735.1	144	103	82	0.279720	ok
GCA_002365735.1__GCA_905181745.1	241	219	100	0.087500	ok
GCA_002369075.1__GCA_905233255.1	228	182	111	0.198238	ok
GCA_002423495.1__GCA_002435825.1	215	167	113	0.219626	ok
GCA_002430545.1__GCA_902619855.1	82	65	47	0.197531	ok
GCA_002431865.1__GCA_014337155.1	129	95	69	0.257812	ok
GCA_002456995.1__GCA_001629395.1	185	170	82	0.076087	ok
GCA_002457075.1__GCA_016777325.1	32	28	22	0.096774	ok
GCA_002504905.1__GCA_002498985.1	100	88	50	0.111111	ok
GCA_002702385.1__GCA_002457715.1	80	65	34	0.177215	ok
GCA_002708315.1__GCA_018661505.1	91	81	46	0.100000	ok
GCA_002714425.1__GCA_002712125.1	44	41	22	0.046512	ok
GCA_002715725.1__GCA_902563095.1	73	61	36	0.152778	ok
GCA_002723035.1__GCA_902626605.1	41	34	25	0.150000	ok
GCA_002730655.1__GCA_902529115.1	94	74	51	0.204301	ok
GCA_002731195.1__GCA_002172375.1	94	85	47	0.086022	ok
GCA_002731695.1__GCA_902562425.1	99	76	53	0.224490	ok
GCA_002737315.1__GCA_002292855.1	115	102	57	0.105263	ok
GCA_002737315.1__GCA_013205365.1	179	163	84	0.084270	ok
GCA_002840405.1__GCA_018817515.1	258	212	145	0.175097	ok
GCA_002862645.1__GCA_002698745.1	78	69	35	0.103896	ok
GCA_003001975.1__GCF_005924265.1	235	178	123	0.239316	ok
GCA_003021785.1__GCF_001950595.1	111	68	66	0.381818	ok
GCA_003022685.1__GCF_000334895.1	404	293	208	0.272953	ok
GCA_003153215.1__GCA_003134115.1	354	271	166	0.232295	ok
GCA_003208695.1__GCA_003279935.1	105	74	50	0.288462	ok
