GCA_000196815.1__GCA_902500785.1	222	132	206	0.402715	ok
GCA_000218705.1__GCA_902624785.1	81	72	62	0.100000	ok
GCA_000383815.1__GCA_003569185.1	54	39	23	0.264151	ok
GCA_000403475.2__GCA_910578455.1	308	204	220	0.335505	ok
GCA_000433355.1__GCA_002438845.1	362	296	169	0.180055	ok
GCA_000436795.1__GCA_000432735.1	254	199	127	0.213439	ok
GCA_000513055.1__GCA_000504625.1	120	93	65	0.218487	ok
GCA_000702085.1__GCA_017940415.1	94	64	62	0.311828	ok
GCA_000715635.1__GCA_018195615.1	424	319	210	0.245863	ok
GCA_001602865.1__GCA_017438265.1	145	114	72	0.208333	ok
GCA_001627235.1__GCA_902566725.1	95	78	51	0.170213	ok
GCA_001773955.1__GCA_018903015.1	351	315	159	0.100000	ok
GCA_001799895.1__GCA_001799845.1	247	182	140	0.260163	ok
GCA_001871815.1__GCA_003485765.1	131	102	64	0.215385	ok
GCA_001915925.1__GCA_900754085.1	113	77	68	0.312500	ok
GCA_001916035.1__GCA_900754285.1	220	177	111	0.191781	ok
GCA_002171295.2__GCA_902590705.1	63	51	37	0.177419	ok
GCA_002172625.1__GCA_018222765.1	238	179	117	0.244726	ok
GCA_002254365.1__GCA_902500805.1	437	348	226	0.201835	ok
GCA_002287215.1__GCA_002498375.1	303	224	160	0.258278	ok
GCA_002313925.1__GCA_002311875.1	200	149	104	0.251256	ok
GCA_002346305.1__GCA_014190175.1	164	129	77	0.208589	ok
GCA_002361235.1__GCA_905198125.1	172	142	89	0.169591	ok
GCA_002367105.1__GCA_002365025.1	466	424	213	0.088172	ok
GCA_002371115.1__GCA_902788095.1	215	159	119	0.257009	ok
GCA_002371375.1__GCA_902795955.1	568	470	259	0.171076	ok
GCA_002373045.1__GCA_902781305.1	325	246	163	0.240741	ok
GCA_002392275.1__GCA_902783155.1	359	286	168	0.201117	ok
GCA_002396385.1__GCA_002362105.1	266	193	147	0.271698	ok
GCA_002432795.1__GCA_002423495.1	255	203	129	0.200787	ok
GCA_002435825.1__GCA_002347705.1	220	170	131	0.223744	ok
GCA_002439085.1__GCA_902777205.1	86	70	48	0.176471	ok
GCA_002457485.1__GCA_902600855.1	50	37	24	0.244898	ok
GCA_002508705.1__GCA_002501655.1	261	198	134	0.238462	ok
GCA_002509405.1__GCA_002505345.1	53	46	23	0.115385	ok
GCA_002692685.1__GCA_012270265.1	222	207	98	0.063348	ok
GCA_002711125.1__GCA_902627575.1	75	68	46	0.081081	ok
GCA_002715345.1__GCA_902580855.1	84	73	36	0.120482	ok
GCA_002716285.1__GCA_002699555.1	76	71	41	0.053333	ok
GCA_002726915.1__GCA_002323995.1	199	178	95	0.101010	ok
GCA_002729215.1__GCA_002694095.1	121	109	54	0.091667	ok
GCA_002729765.1__GCA_002299135.1	186	171	93	0.075676	ok
GCA_002729955.1__GCF_000215955.2	222	156	109	0.294118	ok
GCA_002730365.1__GCA_002450295.1	221	191	93	0.131818	ok
GCA_002731665.1__GCA_905477545.1	277	249	129	0.097826	ok
GCA_002840435.1__GCA_002382045.1	396	310	223	0.215190	ok
GCA_002840785.1__GCA_018261895.1	340	261	162	0.230088	ok
GCA_002877985.1__GCF_000215975.1	129	91	68	0.289062	ok
GCA_003003725.1__GCF_015207505.1	1361	1038	645	0.236765	ok
GCA_003022725.1__GCA_003022845.1	1670	1243	800	0.255243	ok
GCA_003045825.1__GCA_002685435.1	198	173	92	0.121827	ok
GCA_003052455.1__GCF_001019615.1	271	215	125	0.203704	ok
GCA_003052455.1__GCF_010287905.1	357	287	171	0.193820	ok
GCA_003130815.1__GCA_002167525.1	64	49	33	0.222222	ok
GCA_003133645.1__GCA_002279285.1	831	672	343	0.190361	ok
GCA_003158175.1__GCA_003133185.1	401	347	175	0.132500	ok
GCA_003162475.1__GCA_003141815.1	214	187	119	0.122066	ok
GCA_003169845.1__GCA_003151935.1	208	176	104	0.149758	ok
GCA_003170315.1__GCA_003155915.1	119	93	63	0.211864	ok
GCA_003170315.1__GCA_003167415.1	84	69	43	0.168675	ok
GCA_003208885.1__GCA_003279935.1	102	78	59	0.227723	ok
GCA_003209375.1__GCA_902574425.1	84	71	46	0.144578	ok
GCA_003210135.1__GCF_017695965.1	56	37	32	0.327273	ok
GCA_003210235.1__GCA_003210895.1	118	98	54	0.162393	ok
GCA_003210655.1__GCF_000011465.1	42	32	20	0.219512	ok
GCA_003211135.1__GCA_003211335.1	88	78	39	0.103448	ok
GCA_003211655.1__GCA_902526435.1	87	69	41	0.197674	ok
GCA_003212395.1__GCA_003281365.1	61	47	39	0.216667	ok
GCA_003212615.1__GCA_902519235.1	73	55	46	0.236111	ok
GCA_003212625.1__GCA_003216595.1	82	63	44	0.222222	ok
GCA_003212655.1__GCA_003278045.1	78	68	37	0.116883	ok
GCA_003213375.1__GCA_902558895.1	94	84	49	0.096774	ok
GCA_003213595.1__GCA_902563105.1	25	18	16	0.250000	ok
GCA_003213615.1__GCA_902536005.1	83	76	46	0.073171	ok
GCA_003213615.1__GCA_902596185.1	64	55	40	0.126984	ok
GCA_003213955.1__GCA_003281365.1	42	30	27	0.268293	ok
GCA_003214235.1__GCA_902574405.1	100	89	44	0.101010	ok
GCA_003216275.1__GCA_003284375.1	80	67	47	0.151899	ok
GCA_003216575.1__GCA_003279565.1	90	69	48	0.224719	ok
GCA_003216595.1__GCA_003280445.1	104	88	50	0.145631	ok
GCA_003216635.1__GCA_003278895.1	84	71	42	0.144578	ok
GCA_003216835.1__GCA_003280025.1	65	46	37	0.281250	ok
GCA_003243275.1__GCF_004216815.1	117	66	84	0.431034	ok
GCA_003248455.1__GCA_002479325.1	501	391	273	0.218000	ok
GCA_003278845.1__GCA_902583265.1	47	40	23	0.130435	ok
GCA_003280025.1__GCA_902583265.1	39	29	28	0.236842	ok
GCA_003281185.1__GCA_902574955.1	76	68	42	0.093333	ok
GCA_003281255.1__GCA_003281365.1	52	41	31	0.196078	ok
GCA_003281455.1__GCA_902600475.1	59	53	29	0.086207	ok
GCA_003282485.1__GCA_902604225.1	55	50	35	0.074074	ok
GCA_003282975.1__GCA_902595535.1	64	51	38	0.190476	ok
GCA_003331195.1__GCA_905182465.1	69	51	38	0.250000	ok
GCA_003331425.1__GCA_014384445.1	188	166	98	0.112299	ok
GCA_003331875.1__GCA_902586095.1	47	39	26	0.152174	ok
GCA_003332035.1__GCA_902554705.1	76	61	37	0.186667	ok
GCA_003343805.1__GCA_019117085.1	222	181	104	0.180995	ok
GCA_003507115.1__GCA_002381225.1	186	145	88	0.216216	ok
GCA_003521625.1__GCA_002491825.1	171	137	89	0.194118	ok
GCA_003972865.1__GCA_018674955.1	626	527	267	0.156800	ok
GCA_004017535.1__GCF_003601985.1	500	349	285	0.300601	ok
GCA_004020315.1__GCF_004791585.1	504	366	278	0.272366	ok
GCA_004297985.1__GCA_004298665.1	435	388	198	0.105991	ok
GCA_004299065.1__GCF_012911965.1	1151	848	482	0.262609	ok
GCA_004555735.1__GCA_905215645.1	459	355	204	0.224891	ok
GCA_004562975.1__GCA_004552195.1	374	288	168	0.227882	ok
GCA_004799495.1__GCA_017304615.1	91	62	49	0.311111	ok
GCA_005116965.1__GCA_002869845.2	53	39	32	0.250000	ok
GCA_005502925.1__GCA_003576695.1	456	332	282	0.270330	ok
GCA_005787685.1__GCA_903898755.1	232	192	117	0.168831	ok
GCA_005791165.1__GCA_013205605.1	405	370	171	0.084158	ok
GCA_005843825.1__GCA_903895195.1	146	115	69	0.206897	ok
GCA_005889285.1__GCA_005881235.1	298	261	130	0.121212	ok
GCA_007095845.1__GCA_001264245.1	5010	3739	2531	0.253544	ok
