GCA_000499765.1__GCA_003491305.1	12	3	11	0.727273	ok
GCA_000634415.1__GCA_000634215.1	293	116	202	0.602740	ok
GCA_000720845.1__GCA_014649155.1	403	294	235	0.268657	ok
GCA_000743525.1__GCA_017860615.1	120	83	75	0.302521	ok
GCA_000981705.1__GCA_905182535.1	72	52	44	0.267606	ok
GCA_001316125.1__GCA_001315985.1	218	114	160	0.474654	ok
GCA_001509375.1__GCA_002502785.1	354	277	182	0.215297	ok
GCA_002067265.1__GCA_002508425.1	391	301	170	0.228205	ok
GCA_002067555.1__GCA_002067235.1	361	275	158	0.236111	ok
GCA_002163025.1__GCA_013215505.1	571	431	259	0.243860	ok
GCA_002257455.1__GCA_017306305.1	468	354	237	0.241970	ok
GCA_002281095.1__GCA_014763665.1	223	184	113	0.171171	ok
GCA_002308595.1__GCA_902782645.1	215	188	96	0.121495	ok
GCA_002337125.1__GCA_002336115.1	198	110	153	0.441624	ok
GCA_002353225.1__GCA_902776195.1	282	215	131	0.234875	ok
GCA_002354095.1__GCA_002353295.1	166	122	95	0.260606	ok
GCA_002391185.1__GCA_905236755.1	476	355	241	0.252632	ok
GCA_002394725.1__GCA_902764715.1	468	383	194	0.179872	ok
GCA_002394865.1__GCA_902791475.1	226	166	117	0.262222	ok
GCA_002395745.1__GCA_902795385.1	495	432	226	0.125506	ok
GCA_002430545.1__GCA_902566635.1	59	50	27	0.137931	ok
GCA_002438845.1__GCA_002321335.1	350	276	156	0.209169	ok
GCA_002476605.1__GCA_002478945.1	147	107	76	0.267123	ok
GCA_002505695.1__GCA_002495675.1	38	35	18	0.054054	ok
GCA_002505775.1__GCA_002501605.1	57	50	28	0.107143	ok
GCA_002684755.1__GCA_009936695.1	600	558	272	0.068447	ok
GCA_002694985.1__GCA_002480495.1	118	71	75	0.393162	ok
GCA_002696315.1__GCA_002692465.1	114	102	52	0.097345	ok
GCA_002698745.1__GCA_002313325.1	91	80	41	0.111111	ok
GCA_002712645.1__GCA_002170775.2	47	42	26	0.086957	ok
GCA_002715485.1__GCF_016757735.1	109	80	51	0.259259	ok
GCA_002725365.1__GCA_002348225.1	143	126	72	0.112676	ok
GCA_002730675.1__GCA_902578675.1	148	125	65	0.149660	ok
GCA_002730975.1__GCA_014382645.1	511	466	221	0.086275	ok
GCA_002840635.1__GCA_017860985.1	648	535	253	0.173107	ok
GCA_002840735.1__GCA_002842045.1	168	129	93	0.227545	ok
GCA_002862135.1__GCA_013213905.1	654	552	303	0.154671	ok
GCA_002968845.1__GCF_000732195.1	189	142	109	0.244681	ok
GCA_003022725.1__GCA_003021015.1	2209	1675	997	0.241395	ok
GCA_003023535.1__GCA_003022945.1	363	282	164	0.220994	ok
GCA_003151115.1__GCA_003136355.1	182	147	114	0.187845	ok
GCA_003167415.1__GCA_003155915.1	121	94	69	0.216667	ok
GCA_003209065.1__GCA_003216465.1	88	65	50	0.252874	ok
GCA_003209565.1__GCA_003278535.1	89	71	49	0.193182	ok
GCA_003209655.1__GCA_003283415.1	64	52	40	0.174603	ok
GCA_003210315.1__GCF_014279835.1	84	61	42	0.265060	ok
GCA_003212005.1__GCA_003279935.1	71	52	38	0.257143	ok
GCA_003212395.1__GCF_017695955.1	51	37	28	0.260000	ok
GCA_003213255.1__GCA_003281405.1	85	72	40	0.142857	ok
GCA_003213255.1__GCF_002026165.1	191	132	51	0.305263	ok
GCA_003213615.1__GCA_902559075.1	76	62	48	0.173333	ok
GCA_003214085.1__GCA_902621675.1	82	70	41	0.135802	ok
GCA_003214175.1__GCA_003279845.1	69	60	40	0.117647	ok
GCA_003214195.1__GCF_017696015.1	84	64	43	0.228916	ok
GCA_003216175.1__GCA_003279655.1	91	71	50	0.211111	ok
GCA_003216295.1__GCA_003279615.1	96	77	52	0.189474	ok
GCA_003216375.1__GCA_003279565.1	77	61	39	0.197368	ok
GCA_003216755.1__GCF_002026145.1	268	187	60	0.299625	ok
GCA_003216835.1__GCA_003278925.1	71	62	42	0.114286	ok
GCA_003243515.1__GCF_001552955.1	85	68	37	0.190476	ok
GCA_003248315.1__GCF_001654495.1	216	100	190	0.534884	ok
GCA_003268905.1__GCF_900107605.1	337	247	150	0.264881	ok
GCA_003278525.1__GCA_003281125.1	83	68	54	0.170732	ok
GCA_003278705.1__GCF_001180265.1	127	85	48	0.325397	ok
GCA_003278855.1__GCA_003281525.1	74	65	36	0.109589	ok
GCA_003278955.1__GCA_902536065.1	48	40	23	0.148936	ok
GCA_003279455.1__GCA_003279565.1	73	54	47	0.250000	ok
GCA_003279635.1__GCA_003284375.1	100	84	49	0.151515	ok
GCA_003280445.1__GCA_902629395.1	82	68	39	0.160494	ok
GCA_003280895.1__GCF_017696085.1	44	35	17	0.186047	ok
GCA_003280995.1__GCF_000015645.1	34	23	21	0.303030	ok
GCA_003281005.1__GCA_902593445.1	83	61	49	0.256098	ok
GCA_003281285.1__GCF_017696055.1	44	33	27	0.232558	ok
GCA_003282155.1__GCA_902597795.1	66	54	36	0.169231	ok
GCA_003284375.1__GCA_902564695.1	106	84	51	0.200000	ok
GCA_003331605.1__GCA_016779525.1	27	23	15	0.115385	ok
GCA_003367665.1__GCF_003664105.1	121	87	75	0.275000	ok
GCA_003602595.1__GCA_002719615.1	109	88	51	0.185185	ok
GCA_003644105.1__GCA_002352375.1	538	437	267	0.186220	ok
GCA_003660235.1__GCF_011947365.2	376	282	153	0.248000	ok
GCA_003661125.1__GCA_003601795.1	449	328	158	0.267857	ok
GCA_003724185.1__GCF_002215495.1	74	36	56	0.506849	ok
GCA_003862375.1__GCA_014762765.1	807	639	294	0.207196	ok
GCA_003963005.1__GCF_003550215.1	545	413	249	0.240809	ok
GCA_003963025.1__GCA_002483315.1	352	268	171	0.236467	ok
GCA_004017535.1__GCF_003289965.1	210	157	119	0.248804	ok
GCA_004017535.1__GCF_013520985.1	662	496	351	0.249622	ok
GCA_004195715.1__GCA_002495735.1	85	79	36	0.059524	ok
GCA_004297665.1__GCA_013140415.1	500	409	216	0.180361	ok
GCA_004298115.1__GCA_002279285.1	686	600	312	0.124088	ok
GCA_004299065.1__GCA_001314905.1	1047	809	451	0.226577	ok
GCA_004555735.1__GCF_900095825.1	357	248	189	0.303371	ok
GCA_004560915.1__GCA_900768345.1	165	120	86	0.268293	ok
GCA_005116745.1__GCA_005116965.1	98	63	64	0.350515	ok
GCA_005116885.1__GCA_002869925.2	229	169	137	0.258772	ok
GCA_005503215.1__GCF_000756385.1	260	203	139	0.216216	ok
